code_insee|nom|epci|libepci
14413|MESNIL-AUZOUF|200069524|CC Pré-Bocage Intercom
14414|MESNIL-BACLEY|200069532|CA Lisieux Normandie
14415|MESNIL-BENOIST|200068799|CC Intercom de la Vire au Noireau
14416|MESNIL-CAUSSOIS|200068799|CC Intercom de la Vire au Noireau
14417|MESNIL-CLINCHAMPS|200068799|CC Intercom de la Vire au Noireau
14418|MESNIL-DURAND|200069532|CA Lisieux Normandie
14419|MESNIL-EUDES|200069532|CA Lisieux Normandie
14420|MESNIL-GERMAIN|200069532|CA Lisieux Normandie
14421|MESNIL-GUILLAUME|200069532|CA Lisieux Normandie
14422|MESNIL-MAUGER|200069532|CA Lisieux Normandie
14423|MESNIL-PATRY|200065597|CU Caen la Mer
14424|MESNIL-ROBERT|200068799|CC Intercom de la Vire au Noireau
14425|MESNIL-SIMON|200069532|CA Lisieux Normandie
14426|MESNIL-SUR-BLANGY|241400878|CC Blangy-Pont-l'Evêque Intercom
14427|MESNIL-VILLEMENT|241400514|CC du Pays de Falaise
14429|MEULLES|200069532|CA Lisieux Normandie
14430|MEUVAINES|200069516|CC Seulles Terre et Mer
14431|MEZIDON-CANON|200069532|CA Lisieux Normandie
14432|MISSY|200069524|CC Pré-Bocage Intercom
14433|MITTOIS|200069532|CA Lisieux Normandie
14435|MONCEAUX|200069532|CA Lisieux Normandie
14436|MONCEAUX-EN-BESSIN|241400555|CC de Bayeux Intercom
14437|MONDEVILLE|200065597|CU Caen la Mer
14438|MONDRAINVILLE|200066728|CC Vallées de l'Orne et de l'Odon
14439|MONFREVILLE|200066801|CC Isigny-Omaha Intercom
14440|MONTAMY|200068799|CC Intercom de la Vire au Noireau
14441|MONT-BERTRAND|200068799|CC Intercom de la Vire au Noireau
14442|MONTCHAMP|200068799|CC Intercom de la Vire au Noireau
14443|MONTCHAUVET|200068799|CC Intercom de la Vire au Noireau
14444|MONTEILLE|200069532|CA Lisieux Normandie
14445|MONTFIQUET|200066801|CC Isigny-Omaha Intercom
14446|MONTIGNY|200066728|CC Vallées de l'Orne et de l'Odon
14448|MONTREUIL-EN-AUGE|241400761|CC de Cambremer
14449|MONTS-EN-BESSIN|200069524|CC Pré-Bocage Intercom
14450|MONTVIETTE|200069532|CA Lisieux Normandie
14452|MORTEAUX-COULIBOEUF|241400514|CC du Pays de Falaise
14453|MOSLES|200066801|CC Isigny-Omaha Intercom
14454|MOUEN|200065597|CU Caen la Mer
14455|MOULINES|200066710|CC Cingal-Suisse Normande
14456|MOULT|200065589|CC Val Ès Dunes
14457|MOUTIERS-EN-AUGE|241400514|CC du Pays de Falaise
14458|MOUTIERS-EN-CINGLAIS|200066710|CC Cingal-Suisse Normande
14459|MOUTIERS-HUBERT|200069532|CA Lisieux Normandie
14460|MOYAUX|200069532|CA Lisieux Normandie
14461|MUTRECY|200066710|CC Cingal-Suisse Normande
14462|NEUILLY-LA-FORET|200066801|CC Isigny-Omaha Intercom
14465|NONANT|241400555|CC de Bayeux Intercom
14466|NOROLLES|241400878|CC Blangy-Pont-l'Evêque Intercom
14467|NORON-L'ABBAYE|241400514|CC du Pays de Falaise
14468|NORON-LA-POTERIE|200066801|CC Isigny-Omaha Intercom
14469|NORREY-EN-AUGE|241400514|CC du Pays de Falaise
14471|NOTRE-DAME-DE-COURSON|200069532|CA Lisieux Normandie
14473|NOTRE-DAME-DE-LIVAYE|241400761|CC de Cambremer
14474|NOTRE-DAME-D'ESTREES-CORBON|241400761|CC de Cambremer
14475|NOYERS-BOCAGE|200069524|CC Pré-Bocage Intercom
14476|OLENDON|241400514|CC du Pays de Falaise
14477|ONDEFONTAINE|200069524|CC Pré-Bocage Intercom
14478|ORBEC|200069532|CA Lisieux Normandie
14480|OSMANVILLE|200066801|CC Isigny-Omaha Intercom
14481|OUBEAUX|200066801|CC Isigny-Omaha Intercom
14482|OUEZY|200065589|CC Val Ès Dunes
14483|OUFFIERES|200066710|CC Cingal-Suisse Normande
14484|OUILLY-DU-HOULEY|200069532|CA Lisieux Normandie
14486|OUILLY-LE-TESSON|241400514|CC du Pays de Falaise
14487|OUILLY-LE-VICOMTE|200069532|CA Lisieux Normandie
14488|OUISTREHAM|200065597|CU Caen la Mer
14489|OUVILLE-LA-BIEN-TOURNEE|200069532|CA Lisieux Normandie
14491|PARFOURU-SUR-ODON|200069524|CC Pré-Bocage Intercom
14492|PENNEDEPIE|200066827|CC du Pays de Honfleur-Beuzeville
14493|PERCY-EN-AUGE|200069532|CA Lisieux Normandie
14494|PERIERS-EN-AUGE|200065563|CC Normandie-Cabourg-Pays d'Auge
14495|PERIERS-SUR-LE-DAN|200065597|CU Caen la Mer
14496|PERIGNY|200068799|CC Intercom de la Vire au Noireau
14497|PERRIERES|241400514|CC du Pays de Falaise
14498|PERTHEVILLE-NERS|241400514|CC du Pays de Falaise
14499|PETIVILLE|200065563|CC Normandie-Cabourg-Pays d'Auge
14500|PIERREFITTE-EN-AUGE|241400878|CC Blangy-Pont-l'Evêque Intercom
14501|PIERREFITTE-EN-CINGLAIS|241400514|CC du Pays de Falaise
14502|PIERREPONT|241400514|CC du Pays de Falaise
14503|PIERRES|200068799|CC Intercom de la Vire au Noireau
14504|PIN|200069532|CA Lisieux Normandie
14505|PLACY|200066710|CC Cingal-Suisse Normande
14506|PLANQUERY|200066801|CC Isigny-Omaha Intercom
14508|PLESSIS-GRIMOULT|200069524|CC Pré-Bocage Intercom
14509|PLUMETOT|241400860|CC Coeur de Nacre
14510|POMMERAYE|200066710|CC Cingal-Suisse Normande
14511|PONT-BELLANGER|200068799|CC Intercom de la Vire au Noireau
14512|PONTECOULANT|200068799|CC Intercom de la Vire au Noireau
14513|PONT-FARCY|200068799|CC Intercom de la Vire au Noireau
14514|PONT-L'EVEQUE|241400878|CC Blangy-Pont-l'Evêque Intercom
14515|PORT-EN-BESSIN-HUPPAIN|241400555|CC de Bayeux Intercom
14516|POTIGNY|241400514|CC du Pays de Falaise
14517|POUSSY-LA-CAMPAGNE|200065589|CC Val Ès Dunes
14518|PREAUX-SAINT-SEBASTIEN|200069532|CA Lisieux Normandie
14519|PREAUX-BOCAGE|200066728|CC Vallées de l'Orne et de l'Odon
14520|PRE-D'AUGE|200069532|CA Lisieux Normandie
14521|PRESLES|200068799|CC Intercom de la Vire au Noireau
14522|PRETREVILLE|200069532|CA Lisieux Normandie
14523|PROUSSY|200068799|CC Intercom de la Vire au Noireau
14524|PUTOT-EN-AUGE|200065563|CC Normandie-Cabourg-Pays d'Auge
14525|PUTOT-EN-BESSIN|200065597|CU Caen la Mer
14527|BIEVILLE-QUETIEVILLE|200069532|CA Lisieux Normandie
14528|QUETTEVILLE|200066827|CC du Pays de Honfleur-Beuzeville
14529|RANCHY|241400555|CC de Bayeux Intercom
14530|RANVILLE|200065563|CC Normandie-Cabourg-Pays d'Auge
14531|RAPILLY|241400514|CC du Pays de Falaise
14532|RECULEY|200068799|CC Intercom de la Vire au Noireau
14533|REPENTIGNY|241400761|CC de Cambremer
14534|REUX|241400878|CC Blangy-Pont-l'Evêque Intercom
14535|REVIERS|241400860|CC Coeur de Nacre
14536|RIVIERE-SAINT-SAUVEUR|200066827|CC du Pays de Honfleur-Beuzeville
14538|ROCQUANCOURT|200065597|CU Caen la Mer
14539|ROCQUE|200068799|CC Intercom de la Vire au Noireau
14540|ROCQUES|200069532|CA Lisieux Normandie
14541|ROQUE-BAIGNARD|241400761|CC de Cambremer
14542|ROSEL|200065597|CU Caen la Mer
14543|ROTS|200065597|CU Caen la Mer
14544|ROUCAMPS|200069524|CC Pré-Bocage Intercom
14545|ROULLOURS|200068799|CC Intercom de la Vire au Noireau
14546|ROUVRES|241400514|CC du Pays de Falaise
14547|RUBERCY|200066801|CC Isigny-Omaha Intercom
14548|RUCQUEVILLE|200069516|CC Seulles Terre et Mer
14549|RULLY|200068799|CC Intercom de la Vire au Noireau
14550|RUMESNIL|241400761|CC de Cambremer
14551|RUSSY|200066801|CC Isigny-Omaha Intercom
14552|RYES|241400555|CC de Bayeux Intercom
14553|SAINT-AGNAN-LE-MALHERBE|200069524|CC Pré-Bocage Intercom
14554|SAINT-AIGNAN-DE-CRAMESNIL|200065597|CU Caen la Mer
14555|SAINT-ANDRE-D'HEBERTOT|241400878|CC Blangy-Pont-l'Evêque Intercom
14556|SAINT-ANDRE-SUR-ORNE|200065597|CU Caen la Mer
14557|SAINT-ARNOULT|241400415|CC Coeur Côte Fleurie
14558|SAINT-AUBIN-D'ARQUENAY|200065597|CU Caen la Mer
14559|SAINT-AUBIN-DES-BOIS|200068799|CC Intercom de la Vire au Noireau
14562|SAINT-AUBIN-SUR-MER|241400860|CC Coeur de Nacre
14563|SAINT-BENOIT-D'HEBERTOT|241400878|CC Blangy-Pont-l'Evêque Intercom
14564|SAINT-CHARLES-DE-PERCY|200068799|CC Intercom de la Vire au Noireau
14565|SAINT-COME-DE-FRESNE|241400555|CC de Bayeux Intercom
14566|SAINT-CONTEST|200065597|CU Caen la Mer
14568|SAINTE-CROIX-GRAND-TONNE|200065597|CU Caen la Mer
14569|SAINTE-CROIX-SUR-MER|200069516|CC Seulles Terre et Mer
14570|SAINT-CYR-DU-RONCERAY|200069532|CA Lisieux Normandie
14571|SAINT-DENIS-DE-MAILLOC|200069532|CA Lisieux Normandie
14572|SAINT-DENIS-DE-MERE|200068799|CC Intercom de la Vire au Noireau
14573|SAINT-DENIS-MAISONCELLES|200068799|CC Intercom de la Vire au Noireau
14574|SAINT-DESIR|200069532|CA Lisieux Normandie
14575|SAINT-ETIENNE-LA-THILLAYE|241400878|CC Blangy-Pont-l'Evêque Intercom
14576|SAINTE-FOY-DE-MONTGOMMERY|200069532|CA Lisieux Normandie
14577|SAINT-GABRIEL-BRECY|200069516|CC Seulles Terre et Mer
14578|SAINT-GATIEN-DES-BOIS|200066827|CC du Pays de Honfleur-Beuzeville
14579|SAINT-GEORGES-D'AUNAY|200069524|CC Pré-Bocage Intercom
14580|SAINT-GEORGES-EN-AUGE|200069532|CA Lisieux Normandie
14581|SAINT-GERMAIN-D'ECTOT|200069524|CC Pré-Bocage Intercom
14582|SAINT-GERMAIN-DE-LIVET|200069532|CA Lisieux Normandie
14583|SAINT-GERMAIN-DE-MONTGOMMERY|200069532|CA Lisieux Normandie
14584|SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT|200068799|CC Intercom de la Vire au Noireau
14585|SAINT-GERMAIN-DU-CRIOULT|200068799|CC Intercom de la Vire au Noireau
14586|SAINT-GERMAIN-DU-PERT|200066801|CC Isigny-Omaha Intercom
14587|SAINT-GERMAIN-LA-BLANCHE-HERBE|200065597|CU Caen la Mer
14588|SAINT-GERMAIN-LANGOT|241400514|CC du Pays de Falaise
14589|SAINT-GERMAIN-LE-VASSON|200066710|CC Cingal-Suisse Normande
14590|SAINTE-HONORINE-DE-DUCY|200066801|CC Isigny-Omaha Intercom
14591|SAINTE-HONORINE-DES-PERTES|200066801|CC Isigny-Omaha Intercom
14592|SAINTE-HONORINE-DU-FAY|200066728|CC Vallées de l'Orne et de l'Odon
14593|SAINT-HYMER|241400878|CC Blangy-Pont-l'Evêque Intercom
14595|SAINT-JEAN-DE-LIVET|200069532|CA Lisieux Normandie
14596|SAINT-JEAN-DES-ESSARTIERS|200069524|CC Pré-Bocage Intercom
14597|SAINT-JEAN-LE-BLANC|200068799|CC Intercom de la Vire au Noireau
14598|SAINT-JOUIN|200065563|CC Normandie-Cabourg-Pays d'Auge
14599|SAINT-JULIEN-DE-MAILLOC|200069532|CA Lisieux Normandie
14600|SAINT-JULIEN-LE-FAUCON|200069532|CA Lisieux Normandie
14601|SAINT-JULIEN-SUR-CALONNE|241400878|CC Blangy-Pont-l'Evêque Intercom
14602|SAINT-LAMBERT|200066710|CC Cingal-Suisse Normande
14603|SAINT-LAURENT-DE-CONDEL|200066710|CC Cingal-Suisse Normande
14604|SAINT-LAURENT-DU-MONT|241400761|CC de Cambremer
14605|SAINT-LAURENT-SUR-MER|200066801|CC Isigny-Omaha Intercom
14606|SAINT-LEGER-DUBOSQ|200065563|CC Normandie-Cabourg-Pays d'Auge
14607|SAINT-LOUET-SUR-SEULLES|200069524|CC Pré-Bocage Intercom
14608|SAINT-LOUP-DE-FRIBOIS|200069532|CA Lisieux Normandie
14609|SAINT-LOUP-HORS|241400555|CC de Bayeux Intercom
14610|SAINT-MANVIEU-NORREY|200065597|CU Caen la Mer
14611|SAINT-MANVIEU-BOCAGE|200068799|CC Intercom de la Vire au Noireau
14613|SAINT-MARCOUF|200066801|CC Isigny-Omaha Intercom
14614|SAINTE-MARGUERITE-D'ELLE|200066801|CC Isigny-Omaha Intercom
14615|SAINTE-MARGUERITE-DES-LOGES|200069532|CA Lisieux Normandie
14616|SAINTE-MARGUERITE-DE-VIETTE|200069532|CA Lisieux Normandie
14618|SAINTE-MARIE-LAUMONT|200068799|CC Intercom de la Vire au Noireau
14619|SAINTE-MARIE-OUTRE-L'EAU|200068799|CC Intercom de la Vire au Noireau
14620|SAINT-MARTIN-AUX-CHARTRAINS|241400878|CC Blangy-Pont-l'Evêque Intercom
14621|SAINT-MARTIN-DE-BIENFAITE-LA-CRESSONNIERE|200069532|CA Lisieux Normandie
14622|SAINT-MARTIN-DE-BLAGNY|200066801|CC Isigny-Omaha Intercom
14623|SAINT-MARTIN-DE-FONTENAY|200066728|CC Vallées de l'Orne et de l'Odon
14625|SAINT-MARTIN-DE-LA-LIEUE|200069532|CA Lisieux Normandie
14626|SAINT-MARTIN-DE-MAILLOC|200069532|CA Lisieux Normandie
14627|SAINT-MARTIN-DE-MIEUX|241400514|CC du Pays de Falaise
14628|SAINT-MARTIN-DE-SALLEN|200066710|CC Cingal-Suisse Normande
14629|SAINT-MARTIN-DES-BESACES|200068799|CC Intercom de la Vire au Noireau
14630|SAINT-MARTIN-DES-ENTREES|241400555|CC de Bayeux Intercom
14632|SAINT-MARTIN-DON|200068799|CC Intercom de la Vire au Noireau
14633|SAINT-MARTIN-DU-MESNIL-OURY|200069532|CA Lisieux Normandie
14634|SAINT-MICHEL-DE-LIVET|200069532|CA Lisieux Normandie
14635|SAINT-OMER|200066710|CC Cingal-Suisse Normande
14636|SAINT-OUEN-DES-BESACES|200068799|CC Intercom de la Vire au Noireau
14637|SAINT-OUEN-DU-MESNIL-OGER|200065589|CC Val Ès Dunes
14638|SAINT-OUEN-LE-HOUX|200069532|CA Lisieux Normandie
14639|SAINT-OUEN-LE-PIN|241400761|CC de Cambremer
14640|SAINT-PAIR|200065589|CC Val Ès Dunes
14643|SAINT-PAUL-DU-VERNAY|200066801|CC Isigny-Omaha Intercom
14644|SAINT-PHILBERT-DES-CHAMPS|241400878|CC Blangy-Pont-l'Evêque Intercom
14645|SAINT-PIERRE-AZIF|241400415|CC Coeur Côte Fleurie
14646|SAINT-PIERRE-CANIVET|241400514|CC du Pays de Falaise
14647|SAINT-PIERRE-DE-MAILLOC|200069532|CA Lisieux Normandie
14648|SAINT-PIERRE-DES-IFS|200069532|CA Lisieux Normandie
14649|SAINT-PIERRE-DU-BU|241400514|CC du Pays de Falaise
14650|SAINT-PIERRE-DU-FRESNE|200069524|CC Pré-Bocage Intercom
14651|SAINT-PIERRE-DU-JONQUET|200065589|CC Val Ès Dunes
14652|SAINT-PIERRE-DU-MONT|200066801|CC Isigny-Omaha Intercom
14653|SAINT-PIERRE-LA-VIEILLE|200068799|CC Intercom de la Vire au Noireau
14654|SAINT-PIERRE-SUR-DIVES|200069532|CA Lisieux Normandie
14655|SAINT-PIERRE-TARENTAINE|200068799|CC Intercom de la Vire au Noireau
14656|SAINT-REMY|200066710|CC Cingal-Suisse Normande
14657|SAINT-SAMSON|200065563|CC Normandie-Cabourg-Pays d'Auge
14658|SAINT-SEVER-CALVADOS|200068799|CC Intercom de la Vire au Noireau
14659|SAINT-SYLVAIN|200066710|CC Cingal-Suisse Normande
14660|SAINT-VAAST-EN-AUGE|200065563|CC Normandie-Cabourg-Pays d'Auge
14661|SAINT-VAAST-SUR-SEULLES|200069516|CC Seulles Terre et Mer
14662|SAINT-VIGOR-DES-MEZERETS|200068799|CC Intercom de la Vire au Noireau
14663|SAINT-VIGOR-LE-GRAND|241400555|CC de Bayeux Intercom
14664|SALLEN|200066801|CC Isigny-Omaha Intercom
14665|SALLENELLES|200065563|CC Normandie-Cabourg-Pays d'Auge
14666|SANNERVILLE|200065597|CU Caen la Mer
14667|SAON|200066801|CC Isigny-Omaha Intercom
14668|SAONNET|200066801|CC Isigny-Omaha Intercom
14669|SASSY|241400514|CC du Pays de Falaise
14670|SECQUEVILLE-EN-BESSIN|200065597|CU Caen la Mer
14671|SEPT-FRERES|200068799|CC Intercom de la Vire au Noireau
14672|SEPT-VENTS|200069524|CC Pré-Bocage Intercom
14674|SOIGNOLLES|200066710|CC Cingal-Suisse Normande
14675|SOLIERS|200065597|CU Caen la Mer
14676|SOMMERVIEU|241400555|CC de Bayeux Intercom
14677|SOULANGY|241400514|CC du Pays de Falaise
14678|SOUMONT-SAINT-QUENTIN|241400514|CC du Pays de Falaise
14679|SUBLES|241400555|CC de Bayeux Intercom
14680|SULLY|241400555|CC de Bayeux Intercom
14681|SURRAIN|200066801|CC Isigny-Omaha Intercom
14682|SURVILLE|241400878|CC Blangy-Pont-l'Evêque Intercom
14684|TESSEL|200069516|CC Seulles Terre et Mer
14685|THAON|200065597|CU Caen la Mer
14686|THEIL-BOCAGE|200068799|CC Intercom de la Vire au Noireau
14687|THEIL-EN-AUGE|200066827|CC du Pays de Honfleur-Beuzeville
14688|THIEVILLE|200069532|CA Lisieux Normandie
14689|THURY-HARCOURT|200066710|CC Cingal-Suisse Normande
14690|TIERCEVILLE|200069516|CC Seulles Terre et Mer
14691|TILLY-LA-CAMPAGNE|200065597|CU Caen la Mer
14692|TILLY-SUR-SEULLES|200069516|CC Seulles Terre et Mer
14693|TORDOUET|200069532|CA Lisieux Normandie
14694|TORQUESNE|241400878|CC Blangy-Pont-l'Evêque Intercom
14695|TORTEVAL-QUESNAY|200069524|CC Pré-Bocage Intercom
14696|TORTISAMBERT|200069532|CA Lisieux Normandie
14697|OUDON|200069532|CA Lisieux Normandie
14698|TOUFFREVILLE|200065563|CC Normandie-Cabourg-Pays d'Auge
14699|TOUQUES|241400415|CC Coeur Côte Fleurie
14700|TOUR-EN-BESSIN|200066801|CC Isigny-Omaha Intercom
14701|TOURGEVILLE|241400415|CC Coeur Côte Fleurie
14702|TOURNAY-SUR-ODON|200069524|CC Pré-Bocage Intercom
14703|TOURNEBU|200066710|CC Cingal-Suisse Normande
14704|TOURNEUR|200068799|CC Intercom de la Vire au Noireau
14705|TOURNIERES|200066801|CC Isigny-Omaha Intercom
14706|TOURVILLE-EN-AUGE|241400878|CC Blangy-Pont-l'Evêque Intercom
14707|TOURVILLE-SUR-ODON|200065597|CU Caen la Mer
14708|TRACY-BOCAGE|200069524|CC Pré-Bocage Intercom
14709|TRACY-SUR-MER|241400555|CC de Bayeux Intercom
14710|TREPREL|241400514|CC du Pays de Falaise
14711|TREVIERES|200066801|CC Isigny-Omaha Intercom
14712|TROARN|200065597|CU Caen la Mer
14713|TROIS-MONTS|200066710|CC Cingal-Suisse Normande
14714|TRONQUAY|200066801|CC Isigny-Omaha Intercom
14715|TROUVILLE-SUR-MER|241400415|CC Coeur Côte Fleurie
14716|TRUNGY|200066801|CC Isigny-Omaha Intercom
14717|TRUTTEMER-LE-GRAND|200068799|CC Intercom de la Vire au Noireau
14718|TRUTTEMER-LE-PETIT|200068799|CC Intercom de la Vire au Noireau
14719|URVILLE|200066710|CC Cingal-Suisse Normande
14720|USSY|241400514|CC du Pays de Falaise
14721|VACOGNES-NEUILLY|200066728|CC Vallées de l'Orne et de l'Odon
14722|VACQUERIE|200069524|CC Pré-Bocage Intercom
14723|VALSEME|241400761|CC de Cambremer
14724|VARAVILLE|200065563|CC Normandie-Cabourg-Pays d'Auge
14726|VASSY|200068799|CC Intercom de la Vire au Noireau
14727|VAUBADON|200066801|CC Isigny-Omaha Intercom
14728|VAUCELLES|241400555|CC de Bayeux Intercom
14729|VAUDELOGES|200069532|CA Lisieux Normandie
14730|VAUDRY|200068799|CC Intercom de la Vire au Noireau
14731|VAUVILLE|241400415|CC Coeur Côte Fleurie
14732|VAUX-SUR-AURE|241400555|CC de Bayeux Intercom
14733|VAUX-SUR-SEULLES|241400555|CC de Bayeux Intercom
14734|VENDES|200069516|CC Seulles Terre et Mer
14735|VENDEUVRE|241400514|CC du Pays de Falaise
14737|VERSAINVILLE|241400514|CC du Pays de Falaise
14738|VERSON|200065597|CU Caen la Mer
14739|VER-SUR-MER|200069516|CC Seulles Terre et Mer
14740|VESPIERE|200069532|CA Lisieux Normandie
14741|VEY|200066710|CC Cingal-Suisse Normande
14742|VICQUES|241400514|CC du Pays de Falaise
14743|VICTOT-PONTFOL|241400761|CC de Cambremer
14744|VIENNE-EN-BESSIN|241400555|CC de Bayeux Intercom
14745|VIERVILLE-SUR-MER|200066801|CC Isigny-Omaha Intercom
14746|VIESSOIX|200068799|CC Intercom de la Vire au Noireau
14747|VIEUX|200066728|CC Vallées de l'Orne et de l'Odon
14748|VIEUX-BOURG|241400878|CC Blangy-Pont-l'Evêque Intercom
14749|VIEUX-FUME|200069532|CA Lisieux Normandie
14750|VIEUX-PONT-EN-AUGE|200069532|CA Lisieux Normandie
14751|VIGNATS|241400514|CC du Pays de Falaise
14752|VILLERS-BOCAGE|200069524|CC Pré-Bocage Intercom
14753|VILLERS-CANIVET|241400514|CC du Pays de Falaise
14754|VILLERS-SUR-MER|241400415|CC Coeur Côte Fleurie
14755|VILLERVILLE|241400415|CC Coeur Côte Fleurie
14756|VILLETTE|200068799|CC Intercom de la Vire au Noireau
14757|VILLIERS-LE-SEC|200069516|CC Seulles Terre et Mer
14758|VILLONS-LES-BUISSONS|200065597|CU Caen la Mer
14759|VILLY-LEZ-FALAISE|241400514|CC du Pays de Falaise
14760|VILLY-BOCAGE|200069524|CC Pré-Bocage Intercom
14761|VIMONT|200065589|CC Val Ès Dunes
14762|VIRE|200068799|CC Intercom de la Vire au Noireau
14763|VOUILLY|200066801|CC Isigny-Omaha Intercom
14764|PONT-D'OUILLY|241400514|CC du Pays de Falaise
15001|ALLANCHE|200066637|CC Hautes Terres
15002|ALLEUZE|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15003|ALLY|241501139|CC du Pays de Salers
15004|ANDELAT|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15005|ANGLARDS-DE-SAINT-FLOUR|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15006|ANGLARDS-DE-SALERS|241501139|CC du Pays de Salers
15007|ANTERRIEUX|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15008|ANTIGNAC|241501055|CC Sumène - Artense
15009|APCHON|241500255|CC du Pays Gentiane
15010|ARCHES|241500271|CC du Pays de Mauriac
15011|ARNAC|200066678|CC de la Châtaigneraie Cantalienne
15012|ARPAJON-SUR-CERE|241500230|CA du Bassin d'Aurillac
15013|AURIAC-L'EGLISE|200066637|CC Hautes Terres
15014|AURILLAC|241500230|CA du Bassin d'Aurillac
15015|AUZERS|241500271|CC du Pays de Mauriac
15016|AYRENS|241500230|CA du Bassin d'Aurillac
15017|BADAILHAC|241501089|CC Cère et Goul en Carladès
15018|BARRIAC-LES-BOSQUETS|241501139|CC du Pays de Salers
15019|BASSIGNAC|241501055|CC Sumène - Artense
15020|BEAULIEU|241501055|CC Sumène - Artense
15021|BOISSET|200066678|CC de la Châtaigneraie Cantalienne
15022|BONNAC|200066637|CC Hautes Terres
15024|BRAGEAC|241501139|CC du Pays de Salers
15025|ALBEPIERRE-BREDONS|200066637|CC Hautes Terres
15026|BREZONS|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15027|CALVINET|200066678|CC de la Châtaigneraie Cantalienne
15028|CARLAT|241500230|CA du Bassin d'Aurillac
15029|CASSANIOUZE|200066678|CC de la Châtaigneraie Cantalienne
15030|CAYROLS|200066678|CC de la Châtaigneraie Cantalienne
15031|CELLES|200066637|CC Hautes Terres
15032|CELOUX|200066637|CC Hautes Terres
15033|CEZENS|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15034|CHALIERS|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15035|CHALINARGUES|200066637|CC Hautes Terres
15036|CHALVIGNAC|241500271|CC du Pays de Mauriac
15037|CHAMPAGNAC|241501055|CC Sumène - Artense
15038|CHAMPS-SUR-TARENTAINE-MARCHAL|241501055|CC Sumène - Artense
15040|CHANTERELLE|200066637|CC Hautes Terres
15041|CHAPELLE-D'ALAGNON|200066637|CC Hautes Terres
15042|CHAPELLE-LAURENT|200066637|CC Hautes Terres
15043|CHARMENSAC|200066637|CC Hautes Terres
15044|CHASTEL-SUR-MURAT|200066637|CC Hautes Terres
15045|CHAUDES-AIGUES|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15046|CHAUSSENAC|241501139|CC du Pays de Salers
15047|CHAVAGNAC|200066637|CC Hautes Terres
15048|CHAZELLES|200066637|CC Hautes Terres
15049|CHEYLADE|241500255|CC du Pays Gentiane
15050|CLAUX|241500255|CC du Pays Gentiane
15051|CLAVIERES|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15052|COLLANDRES|241500255|CC du Pays Gentiane
15053|COLTINES|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15054|CONDAT|200066637|CC Hautes Terres
15055|COREN|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15056|CRANDELLES|241500230|CA du Bassin d'Aurillac
15057|CROS-DE-MONTVERT|200066678|CC de la Châtaigneraie Cantalienne
15058|CROS-DE-RONESQUE|241501089|CC Cère et Goul en Carladès
15059|CUSSAC|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15060|DEUX-VERGES|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15061|DIENNE|200066637|CC Hautes Terres
15063|DRUGEAC|241500271|CC du Pays de Mauriac
15064|ESCORAILLES|241501139|CC du Pays de Salers
15065|ESPINASSE|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15066|FALGOUX|241501139|CC du Pays de Salers
15067|FAU|241501139|CC du Pays de Salers
15068|FAVEROLLES|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15069|FERRIERES-SAINT-MARY|200066637|CC Hautes Terres
15070|FONTANGES|241501139|CC du Pays de Salers
15071|FOURNOULES|200066678|CC de la Châtaigneraie Cantalienne
15072|FREIX-ANGLARDS|241501139|CC du Pays de Salers
15073|FRIDEFONT|200066660|CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride
15074|GIOU-DE-MAMOU|241500230|CA du Bassin d'Aurillac
15075|GIRGOLS|241501139|CC du Pays de Salers
15076|GLENAT|200066678|CC de la Châtaigneraie Cantalienne
