code_insee|nom|epci|libepci
48103|MONTRODAT|244800470|CC du Gévaudan
48104|NASBINALS|200069144|CC des Hautes Terres de l'Aubrac
48105|NAUSSAC|200006930|CC du Haut-Allier
48106|NOALHAC|200069144|CC des Hautes Terres de l'Aubrac
48107|PALHERS|244800470|CC du Gévaudan
48108|PANOUSE|200069102|CC Randon - Margeride
48110|PAULHAC-EN-MARGERIDE|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48111|PELOUSE|244800405|CC Coeur de Lozère
48112|PIERREFICHE|200069102|CC Randon - Margeride
48115|POMPIDOU|200069136|CC des Cévennes Au Mont Lozère
48116|PONT-DE-MONTVERT|200069136|CC des Cévennes Au Mont Lozère
48117|POURCHARESSES|200069128|CC Mont Lozère
48119|PREVENCHERES|200069128|CC Mont Lozère
48120|PRINSUEJOLS|200069144|CC des Hautes Terres de l'Aubrac
48121|PRUNIERES|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48122|QUEZAC|200069151|CC Gorges Causses Cévennes
48123|RECOULES-D'AUBRAC|200069144|CC des Hautes Terres de l'Aubrac
48124|RECOULES-DE-FUMAS|244800470|CC du Gévaudan
48125|RECOUX|200069268|CC Aubrac Lot Causse et Pays de Chanac
48126|RIBENNES|200069102|CC Randon - Margeride
48127|RIEUTORT-DE-RANDON|200069102|CC Randon - Margeride
48128|RIMEIZE|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48129|ROCLES|200006930|CC du Haut-Allier
48130|ROUSSES|200069151|CC Gorges Causses Cévennes
48131|ROZIER|241200567|CC de Millau Grands Causses
48132|SAINT-ALBAN-SUR-LIMAGNOLE|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48133|SAINT-AMANS|200069102|CC Randon - Margeride
48134|SAINT-ANDEOL-DE-CLERGUEMORT|200069136|CC des Cévennes Au Mont Lozère
48135|SAINT-ANDRE-CAPCEZE|200069128|CC Mont Lozère
48136|SAINT-ANDRE-DE-LANCIZE|200069136|CC des Cévennes Au Mont Lozère
48137|SAINT-BAUZILE|244800405|CC Coeur de Lozère
48138|SAINT-BONNET-DE-CHIRAC|244800470|CC du Gévaudan
48139|SAINT-BONNET-DE-MONTAUROUX|200006930|CC du Haut-Allier
48140|SAINT-CHELY-D'APCHER|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48141|MAS-SAINT-CHELY|200069151|CC Gorges Causses Cévennes
48142|SAINTE-COLOMBE-DE-PEYRE|200069144|CC des Hautes Terres de l'Aubrac
48144|SAINTE-CROIX-VALLEE-FRANCAISE|200069136|CC des Cévennes Au Mont Lozère
48145|SAINT-DENIS-EN-MARGERIDE|200069102|CC Randon - Margeride
48146|SAINTE-ENIMIE|200069151|CC Gorges Causses Cévennes
48147|SAINT-ETIENNE-DU-VALDONNEZ|200069128|CC Mont Lozère
48148|SAINT-ETIENNE-VALLEE-FRANCAISE|200069136|CC des Cévennes Au Mont Lozère
48149|SAINTE-EULALIE|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48150|SAINT-FLOUR-DE-MERCOIRE|200006930|CC du Haut-Allier
48151|SAINT-FREZAL-D'ALBUGES|200069128|CC Mont Lozère
48152|SAINT-FREZAL-DE-VENTALON|200069136|CC des Cévennes Au Mont Lozère
48153|SAINT-GAL|200069102|CC Randon - Margeride
48154|SAINT-GEORGES-DE-LEVEJAC|200069268|CC Aubrac Lot Causse et Pays de Chanac
48155|SAINT-GERMAIN-DE-CALBERTE|200069136|CC des Cévennes Au Mont Lozère
48156|SAINT-GERMAIN-DU-TEIL|200069268|CC Aubrac Lot Causse et Pays de Chanac
48157|SAINTE-HELENE|200069128|CC Mont Lozère
48158|SAINT-HILAIRE-DE-LAVIT|200069136|CC des Cévennes Au Mont Lozère
48160|SAINT-JEAN-LA-FOUILLOUSE|200069102|CC Randon - Margeride
48161|SAINT-JUERY|200069144|CC des Hautes Terres de l'Aubrac
48162|SAINT-JULIEN-D'ARPAON|200069151|CC Gorges Causses Cévennes
48163|SAINT-JULIEN-DES-POINTS|200069136|CC des Cévennes Au Mont Lozère
48164|SAINT-JULIEN-DU-TOURNEL|200069128|CC Mont Lozère
48165|SAINT-LAURENT-DE-MURET|244800470|CC du Gévaudan
48166|SAINT-LAURENT-DE-TREVES|200069151|CC Gorges Causses Cévennes
48167|SAINT-LAURENT-DE-VEYRES|200069144|CC des Hautes Terres de l'Aubrac
48168|SAINT-LEGER-DE-PEYRE|244800470|CC du Gévaudan
48169|SAINT-LEGER-DU-MALZIEU|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48170|SAINT-MARTIN-DE-BOUBAUX|200069136|CC des Cévennes Au Mont Lozère
48171|SAINT-MARTIN-DE-LANSUSCLE|200069136|CC des Cévennes Au Mont Lozère
48172|SAINT-MAURICE-DE-VENTALON|200069136|CC des Cévennes Au Mont Lozère
48173|SAINT-MICHEL-DE-DEZE|200069136|CC des Cévennes Au Mont Lozère
48174|SAINT-PAUL-LE-FROID|200069102|CC Randon - Margeride
48175|SAINT-PIERRE-DE-NOGARET|200069268|CC Aubrac Lot Causse et Pays de Chanac
48176|SAINT-PIERRE-DES-TRIPIERS|200069151|CC Gorges Causses Cévennes
48177|SAINT-PIERRE-LE-VIEUX|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48178|SAINT-PRIVAT-DE-VALLONGUE|200069136|CC des Cévennes Au Mont Lozère
48179|SAINT-PRIVAT-DU-FAU|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48180|SAINT-ROME-DE-DOLAN|200069268|CC Aubrac Lot Causse et Pays de Chanac
48181|SAINT-SATURNIN|200069268|CC Aubrac Lot Causse et Pays de Chanac
48182|SAINT-SAUVEUR-DE-GINESTOUX|200069102|CC Randon - Margeride
48183|SAINT-SAUVEUR-DE-PEYRE|200069144|CC des Hautes Terres de l'Aubrac
48184|SAINT-SYMPHORIEN|200006930|CC du Haut-Allier
48185|SALELLES|200069268|CC Aubrac Lot Causse et Pays de Chanac
48186|SALLE-PRUNET|200069151|CC Gorges Causses Cévennes
48187|SALCES|200069268|CC Aubrac Lot Causse et Pays de Chanac
48188|SERVERETTE|200069185|CC des Terres d'Apcher-Margeride-Aubrac
48189|SERVIERES|200069102|CC Randon - Margeride
48190|TERMES|200069144|CC des Hautes Terres de l'Aubrac
48191|TIEULE|200069268|CC Aubrac Lot Causse et Pays de Chanac
48192|TRELANS|200069268|CC Aubrac Lot Causse et Pays de Chanac
48193|VEBRON|200069151|CC Gorges Causses Cévennes
48194|VIALAS|200069136|CC des Cévennes Au Mont Lozère
48195|VIGNES|200069268|CC Aubrac Lot Causse et Pays de Chanac
48197|VILLEDIEU|200069102|CC Randon - Margeride
48198|VILLEFORT|200069128|CC Mont Lozère
49001|ALLEUDS|200071553|CC Loire Layon Aubance
49002|ALLONNES|200071876|CA Saumur Val de Loire
49003|AMBILLOU-CHATEAU|200071876|CA Saumur Val de Loire
49004|ANDARD|ZZZZZZZZZ|Sans objet
49005|ANDIGNE|200071868|CC des Vallées du Haut-Anjou
49006|ANDREZE|200060010|CA Mauges Communauté
49007|ANGERS|244900015|CU Angers Loire Métropole
49008|ANGRIE|244900809|CC Anjou Bleu Communauté
49009|ANTOIGNE|200071876|CA Saumur Val de Loire
49010|ARMAILLE|244900809|CC Anjou Bleu Communauté
49011|ARTANNES-SUR-THOUET|200071876|CA Saumur Val de Loire
49012|AUBIGNE-SUR-LAYON|200071553|CC Loire Layon Aubance
49013|AUVERSE|244900882|CC Baugeois Vallée
49014|AVIRE|244900809|CC Anjou Bleu Communauté
49015|AVRILLE|244900015|CU Angers Loire Métropole
49017|BARACE|200068955|CC Anjou Loir et Sarthe
49018|BAUGE-EN-ANJOU|244900882|CC Baugeois Vallée
49019|BAUNE|ZZZZZZZZZ|Sans objet
49020|BEAUCOUZE|244900015|CU Angers Loire Métropole
49021|BEAUFORT-EN-VALLEE|244900882|CC Baugeois Vallée
49022|BEAULIEU-SUR-LAYON|200071553|CC Loire Layon Aubance
49023|BEAUPREAU|200060010|CA Mauges Communauté
49024|BEAUSSE|200060010|CA Mauges Communauté
49025|BEAUVAU|200068955|CC Anjou Loir et Sarthe
49026|BECON-LES-GRANITS|200071868|CC des Vallées du Haut-Anjou
49027|BEGROLLES-EN-MAUGES|200071678|CA du Choletais
49028|BEHUARD|244900015|CU Angers Loire Métropole
49029|BLAISON-GOHIER|200071553|CC Loire Layon Aubance
49030|BLOU|200071876|CA Saumur Val de Loire
49031|BOCE|244900882|CC Baugeois Vallée
49032|BOHALLE|ZZZZZZZZZ|Sans objet
49033|BOISSIERE-SUR-EVRE|200060010|CA Mauges Communauté
49034|BOTZ-EN-MAUGES|200060010|CA Mauges Communauté
49035|BOUCHEMAINE|244900015|CU Angers Loire Métropole
49036|BOUILLE-MENARD|244900809|CC Anjou Bleu Communauté
49037|BOURG-D'IRE|244900809|CC Anjou Bleu Communauté
49038|BOURG-L'EVEQUE|244900809|CC Anjou Bleu Communauté
49039|BOURGNEUF-EN-MAUGES|200060010|CA Mauges Communauté
49040|BOUZILLE|200060010|CA Mauges Communauté
49041|BRAIN-SUR-ALLONNES|200071876|CA Saumur Val de Loire
49042|BRAIN-SUR-L'AUTHION|ZZZZZZZZZ|Sans objet
49043|BRAIN-SUR-LONGUENEE|200071868|CC des Vallées du Haut-Anjou
49044|BREIL|244900882|CC Baugeois Vallée
49045|BREILLE-LES-PINS|200071876|CA Saumur Val de Loire
49046|BREZE|200071876|CA Saumur Val de Loire
49047|BRIGNE|200071876|CA Saumur Val de Loire
49048|BRIOLLAY|244900015|CU Angers Loire Métropole
49049|BRION|244900882|CC Baugeois Vallée
49050|BRISSAC-QUINCE|200071553|CC Loire Layon Aubance
49051|BRISSARTHE|200071868|CC des Vallées du Haut-Anjou
49052|BROC|244900882|CC Baugeois Vallée
49053|BROSSAY|200071876|CA Saumur Val de Loire
49054|CANDE|244900809|CC Anjou Bleu Communauté
49055|CANTENAY-EPINARD|244900015|CU Angers Loire Métropole
49056|CARBAY|244900809|CC Anjou Bleu Communauté
49057|CERNUSSON|200071678|CA du Choletais
49058|CERQUEUX|200071678|CA du Choletais
49059|CERQUEUX-SOUS-PASSAVANT|200071678|CA du Choletais
49060|CHACE|200071876|CA Saumur Val de Loire
49061|CHALLAIN-LA-POTHERIE|244900809|CC Anjou Bleu Communauté
49062|CHALONNES-SOUS-LE-LUDE|244900882|CC Baugeois Vallée
49063|CHALONNES-SUR-LOIRE|200071553|CC Loire Layon Aubance
49064|CHAMBELLAY|200071868|CC des Vallées du Haut-Anjou
49065|CHAMPIGNE|200071868|CC des Vallées du Haut-Anjou
49066|CHAMP-SUR-LAYON|200071553|CC Loire Layon Aubance
49067|CHAMPTEUSSE-SUR-BACONNE|200071868|CC des Vallées du Haut-Anjou
49068|CHAMPTOCE-SUR-LOIRE|200071553|CC Loire Layon Aubance
49069|CHAMPTOCEAUX|200060010|CA Mauges Communauté
49070|CHANTELOUP-LES-BOIS|200071678|CA du Choletais
49071|CHANZEAUX|200060010|CA Mauges Communauté
49072|CHAPELLE-DU-GENET|200060010|CA Mauges Communauté
49073|CHAPELLE-HULLIN|244900809|CC Anjou Bleu Communauté
49074|CHAPELLE-ROUSSELIN|200060010|CA Mauges Communauté
49075|CHAPELLE-SAINT-FLORENT|200060010|CA Mauges Communauté
49076|CHAPELLE-SAINT-LAUD|200068955|CC Anjou Loir et Sarthe
49077|CHAPELLE-SUR-OUDON|244900809|CC Anjou Bleu Communauté
49078|CHARCE-SAINT-ELLIER-SUR-AUBANCE|200071553|CC Loire Layon Aubance
49079|CHARTRENE|244900882|CC Baugeois Vallée
49080|CHATEAUNEUF-SUR-SARTHE|200071868|CC des Vallées du Haut-Anjou
49081|CHATELAIS|244900809|CC Anjou Bleu Communauté
49082|CHAUDEFONDS-SUR-LAYON|200071553|CC Loire Layon Aubance
49083|CHAUDRON-EN-MAUGES|200060010|CA Mauges Communauté
49084|CHAUMONT-D'ANJOU|200068955|CC Anjou Loir et Sarthe
49085|CHAUSSAIRE|200060010|CA Mauges Communauté
49086|CHAVAGNES|200071553|CC Loire Layon Aubance
49087|CHAVAIGNES|244900882|CC Baugeois Vallée
49088|CHAZE-HENRY|244900809|CC Anjou Bleu Communauté
49089|CHAZE-SUR-ARGOS|244900809|CC Anjou Bleu Communauté
49090|CHEFFES|200068955|CC Anjou Loir et Sarthe
49091|CHEMELLIER|200071553|CC Loire Layon Aubance
49092|CHEMILLE-MELAY|200060010|CA Mauges Communauté
49093|CHEMIRE-SUR-SARTHE|200068955|CC Anjou Loir et Sarthe
49094|CHENEHUTTE-TREVES-CUNAULT|200071876|CA Saumur Val de Loire
49095|CHENILLE-CHANGE|200071868|CC des Vallées du Haut-Anjou
49096|CHERRE|200071868|CC des Vallées du Haut-Anjou
49097|CHEVIRE-LE-ROUGE|244900882|CC Baugeois Vallée
49098|CHIGNE|244900882|CC Baugeois Vallée
49099|CHOLET|200071678|CA du Choletais
49100|CIZAY-LA-MADELEINE|200071876|CA Saumur Val de Loire
49101|CLEFS-VAL D'ANJOU|244900882|CC Baugeois Vallée
49102|CLERE-SUR-LAYON|200071678|CA du Choletais
49103|COMBREE|244900809|CC Anjou Bleu Communauté
49104|CONCOURSON-SUR-LAYON|200071876|CA Saumur Val de Loire
49105|CONTIGNE|200071868|CC des Vallées du Haut-Anjou
49106|CORNE|ZZZZZZZZZ|Sans objet
49107|CORNILLE-LES-CAVES|200068955|CC Anjou Loir et Sarthe
49108|CORNUAILLE|200071868|CC des Vallées du Haut-Anjou
49109|CORON|200071678|CA du Choletais
49110|CORZE|200068955|CC Anjou Loir et Sarthe
49111|COSSE-D'ANJOU|200060010|CA Mauges Communauté
49112|COUDRAY-MACOUARD|200071876|CA Saumur Val de Loire
49113|COURCHAMPS|200071876|CA Saumur Val de Loire
49114|COURLEON|200071876|CA Saumur Val de Loire
49115|COUTURES|200071553|CC Loire Layon Aubance
49116|CUON|244900882|CC Baugeois Vallée
49117|DAGUENIERE|ZZZZZZZZZ|Sans objet
49119|DAUMERAY|200068955|CC Anjou Loir et Sarthe
49120|DENEE|200071553|CC Loire Layon Aubance
49121|DENEZE-SOUS-DOUE|200071876|CA Saumur Val de Loire
49122|DENEZE-SOUS-LE-LUDE|244900882|CC Baugeois Vallée
49123|DISTRE|200071876|CA Saumur Val de Loire
49125|DOUE-LA-FONTAINE|200071876|CA Saumur Val de Loire
49126|DRAIN|200060010|CA Mauges Communauté
49127|DURTAL|200068955|CC Anjou Loir et Sarthe
49128|ECHEMIRE|244900882|CC Baugeois Vallée
49129|ECOUFLANT|244900015|CU Angers Loire Métropole
49130|ECUILLE|244900015|CU Angers Loire Métropole
49131|EPIEDS|200071876|CA Saumur Val de Loire
49132|ETRICHE|200068955|CC Anjou Loir et Sarthe
49133|FAVERAYE-MACHELLES|200071553|CC Loire Layon Aubance
49134|FAYE-D'ANJOU|200071553|CC Loire Layon Aubance
49135|FENEU|244900015|CU Angers Loire Métropole
49136|FERRIERE-DE-FLEE|244900809|CC Anjou Bleu Communauté
49137|FIEF-SAUVIN|200060010|CA Mauges Communauté
49138|FONTAINE-GUERIN|244900882|CC Baugeois Vallée
49139|FONTAINE-MILON|244900882|CC Baugeois Vallée
49140|FONTEVRAUD-L'ABBAYE|200071876|CA Saumur Val de Loire
49141|FORGES|200071876|CA Saumur Val de Loire
49142|FOSSE-DE-TIGNE|200071678|CA du Choletais
49143|FOUGERE|244900882|CC Baugeois Vallée
49144|FREIGNE|244900809|CC Anjou Bleu Communauté
49145|FUILET|200060010|CA Mauges Communauté
49147|GEE|244900882|CC Baugeois Vallée
49148|GENE|200071868|CC des Vallées du Haut-Anjou
49149|GENNES|200071876|CA Saumur Val de Loire
49150|GENNETEIL|244900882|CC Baugeois Vallée
49151|GESTE|200060010|CA Mauges Communauté
49153|VALANJOU|200060010|CA Mauges Communauté
49154|GREZILLE|200071876|CA Saumur Val de Loire
49155|GREZ-NEUVILLE|200071868|CC des Vallées du Haut-Anjou
49156|GRUGE-L'HOPITAL|244900809|CC Anjou Bleu Communauté
49157|GUEDENIAU|244900882|CC Baugeois Vallée
49158|HOTELLERIE-DE-FLEE|244900809|CC Anjou Bleu Communauté
49159|HUILLE|200068955|CC Anjou Loir et Sarthe
49160|INGRANDES|244400552|CC du Pays d'Ancenis
49161|JAILLE-YVON|200071868|CC des Vallées du Haut-Anjou
49162|JALLAIS|200060010|CA Mauges Communauté
49163|JARZE|200068955|CC Anjou Loir et Sarthe
49165|JUBAUDIERE|200060010|CA Mauges Communauté
49167|JUIGNE-SUR-LOIRE|200071553|CC Loire Layon Aubance
49169|JUMELLIERE|200060010|CA Mauges Communauté
49170|JUVARDEIL|200071868|CC des Vallées du Haut-Anjou
49171|LANDE-CHASLES|200071876|CA Saumur Val de Loire
49172|LANDEMONT|200060010|CA Mauges Communauté
49173|LASSE|244900882|CC Baugeois Vallée
49174|LEZIGNE|200068955|CC Anjou Loir et Sarthe
49175|LINIERES-BOUTON|244900882|CC Baugeois Vallée
49176|LION-D'ANGERS|200071868|CC des Vallées du Haut-Anjou
49177|LIRE|200060010|CA Mauges Communauté
49178|LOIRE|244900809|CC Anjou Bleu Communauté
49179|LONGERON|200060010|CA Mauges Communauté
49180|LONGUE-JUMELLES|200071876|CA Saumur Val de Loire
49181|LOUERRE|200071876|CA Saumur Val de Loire
49182|LOURESSE-ROCHEMENIER|200071876|CA Saumur Val de Loire
49183|LOUROUX-BECONNAIS|200071868|CC des Vallées du Haut-Anjou
49184|LOUVAINES|244900809|CC Anjou Bleu Communauté
49185|LUE-EN-BAUGEOIS|200068955|CC Anjou Loir et Sarthe
49186|LUIGNE|200071553|CC Loire Layon Aubance
49187|MARANS|244900809|CC Anjou Bleu Communauté
49188|MARCE|200068955|CC Anjou Loir et Sarthe
49189|MARIGNE|200071868|CC des Vallées du Haut-Anjou
49190|MARILLAIS|200060010|CA Mauges Communauté
49191|MARTIGNE-BRIAND|200071553|CC Loire Layon Aubance
49192|MAULEVRIER|200071678|CA du Choletais
49193|MAY-SUR-EVRE|200071678|CA du Choletais
49194|MAZE|244900882|CC Baugeois Vallée
49195|MAZIERES-EN-MAUGES|200071678|CA du Choletais
49196|MEIGNANNE|244900015|CU Angers Loire Métropole
49197|MEIGNE-LE-VICOMTE|244900882|CC Baugeois Vallée
49198|MEIGNE|200071876|CA Saumur Val de Loire
49200|MEMBROLLE-SUR-LONGUENEE|244900015|CU Angers Loire Métropole
49201|MENITRE|244900882|CC Baugeois Vallée
49202|MEON|244900882|CC Baugeois Vallée
49204|MESNIL-EN-VALLEE|200060010|CA Mauges Communauté
49205|MIRE|200071868|CC des Vallées du Haut-Anjou
49206|MONTFAUCON-MONTIGNE|200060010|CA Mauges Communauté
49207|MONTFORT|200071876|CA Saumur Val de Loire
49208|MONTGUILLON|244900809|CC Anjou Bleu Communauté
49209|MONTIGNE-LES-RAIRIES|200068955|CC Anjou Loir et Sarthe
49211|MONTILLIERS|200071678|CA du Choletais
49212|MONTJEAN-SUR-LOIRE|200060010|CA Mauges Communauté
49214|MONTREUIL-JUIGNE|244900015|CU Angers Loire Métropole
49215|MONTREUIL-BELLAY|200071876|CA Saumur Val de Loire
49216|MONTREUIL-SUR-LOIR|200068955|CC Anjou Loir et Sarthe
49217|MONTREUIL-SUR-MAINE|200071868|CC des Vallées du Haut-Anjou
49218|MONTREVAULT|200060010|CA Mauges Communauté
49219|MONTSOREAU|200071876|CA Saumur Val de Loire
49220|MORANNES|200068955|CC Anjou Loir et Sarthe
49221|MOULIHERNE|200071876|CA Saumur Val de Loire
49222|MOZE-SUR-LOUET|200071553|CC Loire Layon Aubance
49223|MURS-ERIGNE|244900015|CU Angers Loire Métropole
49224|NEUILLE|200071876|CA Saumur Val de Loire
49225|NEUVY-EN-MAUGES|200060010|CA Mauges Communauté
49226|NOELLET|244900809|CC Anjou Bleu Communauté
49227|NOTRE-DAME-D'ALLENCON|200071553|CC Loire Layon Aubance
49228|NOYANT|244900882|CC Baugeois Vallée
49229|NOYANT-LA-GRAVOYERE|244900809|CC Anjou Bleu Communauté
49230|NOYANT-LA-PLAINE|200071876|CA Saumur Val de Loire
49231|NUAILLE|200071678|CA du Choletais
49232|NUEIL-SUR-LAYON|200071678|CA du Choletais
49233|NYOISEAU|244900809|CC Anjou Bleu Communauté
49234|PARCAY-LES-PINS|244900882|CC Baugeois Vallée
49235|PARNAY|200071876|CA Saumur Val de Loire
49236|PASSAVANT-SUR-LAYON|200071678|CA du Choletais
49237|PELLERINE|244900882|CC Baugeois Vallée
49238|PELLOUAILLES-LES-VIGNES|244900015|CU Angers Loire Métropole
49239|PIN-EN-MAUGES|200060010|CA Mauges Communauté
49240|PLAINE|200071678|CA du Choletais
49241|PLESSIS-GRAMMOIRE|244900015|CU Angers Loire Métropole
49242|PLESSIS-MACE|244900015|CU Angers Loire Métropole
49243|POITEVINIERE|200060010|CA Mauges Communauté
49244|POMMERAYE|200060010|CA Mauges Communauté
49246|PONTS-DE-CE|244900015|CU Angers Loire Métropole
49247|POSSONNIERE|200071553|CC Loire Layon Aubance
49248|POUANCE|244900809|CC Anjou Bleu Communauté
49249|POUEZE|200071868|CC des Vallées du Haut-Anjou
49250|PREVIERE|244900809|CC Anjou Bleu Communauté
49251|PRUILLE|244900015|CU Angers Loire Métropole
49252|PUISET-DORE|200060010|CA Mauges Communauté
49253|PUY-NOTRE-DAME|200071876|CA Saumur Val de Loire
49254|QUERRE|200071868|CC des Vallées du Haut-Anjou
49256|RABLAY-SUR-LAYON|200071553|CC Loire Layon Aubance
49257|RAIRIES|200068955|CC Anjou Loir et Sarthe
49258|RENAUDIERE|200060010|CA Mauges Communauté
49259|ROCHEFORT-SUR-LOIRE|200071553|CC Loire Layon Aubance
49260|ROMAGNE|200071678|CA du Choletais
49261|ROSIERS-SUR-LOIRE|200071876|CA Saumur Val de Loire
49262|ROU-MARSON|200071876|CA Saumur Val de Loire
49263|ROUSSAY|200060010|CA Mauges Communauté
49264|SAINT-ANDRE-DE-LA-MARCHE|200060010|CA Mauges Communauté
49265|SAINT-AUBIN-DE-LUIGNE|200071553|CC Loire Layon Aubance
49266|SAINT-AUGUSTIN-DES-BOIS|200071868|CC des Vallées du Haut-Anjou
49267|SAINT-BARTHELEMY-D'ANJOU|244900015|CU Angers Loire Métropole
49268|SAINTE-CHRISTINE|200060010|CA Mauges Communauté
49269|SAINT-CHRISTOPHE-DU-BOIS|200071678|CA du Choletais
49270|SAINT-CHRISTOPHE-LA-COUPERIE|200060010|CA Mauges Communauté
49271|SAINT-CLEMENT-DE-LA-PLACE|244900015|CU Angers Loire Métropole
49272|SAINT-CLEMENT-DES-LEVEES|200071876|CA Saumur Val de Loire
49273|SAINT-CRESPIN-SUR-MOINE|200060010|CA Mauges Communauté
49274|SAINT-CYR-EN-BOURG|200071876|CA Saumur Val de Loire
49276|SAINT-FLORENT-LE-VIEIL|200060010|CA Mauges Communauté
49277|SAINTE-GEMMES-D'ANDIGNE|244900809|CC Anjou Bleu Communauté
49278|SAINTE-GEMMES-SUR-LOIRE|244900015|CU Angers Loire Métropole
49279|SAINT-GEORGES-DES-SEPT-VOIES|200071876|CA Saumur Val de Loire
49280|SAINT-GEORGES-DU-BOIS|244900882|CC Baugeois Vallée
49281|SAINT-GEORGES-DES-GARDES|200060010|CA Mauges Communauté
49282|SAINT-GEORGES-SUR-LAYON|200071876|CA Saumur Val de Loire
49283|SAINT-GEORGES-SUR-LOIRE|200071553|CC Loire Layon Aubance
49284|SAINT-GERMAIN-DES-PRES|200071553|CC Loire Layon Aubance
49285|SAINT-GERMAIN-SUR-MOINE|200060010|CA Mauges Communauté
49288|SAINT-JEAN-DE-LA-CROIX|200071553|CC Loire Layon Aubance
49289|SAINT-JEAN-DE-LINIERES|244900015|CU Angers Loire Métropole
49290|SAINT-JEAN-DES-MAUVRETS|200071553|CC Loire Layon Aubance
49291|SAINT-JUST-SUR-DIVE|200071876|CA Saumur Val de Loire
49292|SAINT-LAMBERT-DU-LATTAY|200071553|CC Loire Layon Aubance
49294|SAINT-LAMBERT-LA-POTHERIE|244900015|CU Angers Loire Métropole
49295|SAINT-LAURENT-DE-LA-PLAINE|200060010|CA Mauges Communauté
49296|SAINT-LAURENT-DES-AUTELS|200060010|CA Mauges Communauté
49297|SAINT-LAURENT-DU-MOTTAY|200060010|CA Mauges Communauté
49298|SAINT-LEGER-DES-BOIS|244900015|CU Angers Loire Métropole
49299|SAINT-LEGER-SOUS-CHOLET|200071678|CA du Choletais
49300|SAINT-LEZIN|200060010|CA Mauges Communauté
49301|SAINT-MACAIRE-EN-MAUGES|200060010|CA Mauges Communauté
49302|SAINT-MACAIRE-DU-BOIS|200071876|CA Saumur Val de Loire
49304|SAINT-MARTIN-DE-LA-PLACE|200071876|CA Saumur Val de Loire
49305|SAINT-MARTIN-DU-BOIS|244900809|CC Anjou Bleu Communauté
49306|SAINT-MARTIN-DU-FOUILLOUX|244900015|CU Angers Loire Métropole
49307|SAINT-MATHURIN-SUR-LOIRE|ZZZZZZZZZ|Sans objet
49308|SAINT-MELAINE-SUR-AUBANCE|200071553|CC Loire Layon Aubance
49309|SAINT-MICHEL-ET-CHANVEAUX|244900809|CC Anjou Bleu Communauté
49310|SAINT-PAUL-DU-BOIS|200071678|CA du Choletais
49311|SAINT-PHILBERT-DU-PEUPLE|200071876|CA Saumur Val de Loire
49312|SAINT-PHILBERT-EN-MAUGES|200060010|CA Mauges Communauté
49313|SAINT-PIERRE-MONTLIMART|200060010|CA Mauges Communauté
49314|SAINT-QUENTIN-EN-MAUGES|200060010|CA Mauges Communauté
49315|SAINT-QUENTIN-LES-BEAUREPAIRE|244900882|CC Baugeois Vallée
49316|SAINT-REMY-EN-MAUGES|200060010|CA Mauges Communauté
49317|SAINT-REMY-LA-VARENNE|200071553|CC Loire Layon Aubance
49318|SAINT-SATURNIN-SUR-LOIRE|200071553|CC Loire Layon Aubance
49319|SAINT-SAUVEUR-DE-FLEE|244900809|CC Anjou Bleu Communauté
49320|SAINT-SAUVEUR-DE-LANDEMONT|200060010|CA Mauges Communauté
49321|SAINT-SIGISMOND|200071868|CC des Vallées du Haut-Anjou
49322|SAINT-SULPICE|200071553|CC Loire Layon Aubance
49323|SAINT-SYLVAIN-D'ANJOU|244900015|CU Angers Loire Métropole
49324|SALLE-ET-CHAPELLE-AUBRY|200060010|CA Mauges Communauté
49325|SALLE-DE-VIHIERS|200060010|CA Mauges Communauté
49326|SARRIGNE|244900015|CU Angers Loire Métropole
49327|SAULGE-L'HOPITAL|200071553|CC Loire Layon Aubance
49328|SAUMUR|200071876|CA Saumur Val de Loire
49329|SAVENNIERES|244900015|CU Angers Loire Métropole
49330|SCEAUX-D'ANJOU|200071868|CC des Vallées du Haut-Anjou
49331|SEGRE|244900809|CC Anjou Bleu Communauté
49332|SEGUINIERE|200071678|CA du Choletais
49333|SEICHES-SUR-LE-LOIR|200068955|CC Anjou Loir et Sarthe
49334|SERMAISE|200068955|CC Anjou Loir et Sarthe
49335|SOEURDRES|200071868|CC des Vallées du Haut-Anjou
49336|SOMLOIRE|200071678|CA du Choletais
49337|SOUCELLES|244900015|CU Angers Loire Métropole
49338|SOULAINES-SUR-AUBANCE|244900015|CU Angers Loire Métropole
49339|SOULAIRE-ET-BOURG|244900015|CU Angers Loire Métropole
49341|SOUZAY-CHAMPIGNY|200071876|CA Saumur Val de Loire
49342|TANCOIGNE|200071678|CA du Choletais
49343|TESSOUALLE|200071678|CA du Choletais
49344|THORIGNE-D'ANJOU|200071868|CC des Vallées du Haut-Anjou
49345|THOUARCE|200071553|CC Loire Layon Aubance
49346|THOUREIL|200071876|CA Saumur Val de Loire
49347|TIERCE|200068955|CC Anjou Loir et Sarthe
