CODGEO;LIBGEO;EPCI;LIBEPCI
84100;La Roque-Alric;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84101;La Roque-sur-Pernes;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84102;Roussillon;200040624;CC Pays d'Apt-Luberon
84103;Rustrel;200040624;CC Pays d'Apt-Luberon
84104;Sablet;248400335;CC Pays Vaison Ventoux (Copavo)
84105;Saignon;200040624;CC Pays d'Apt-Luberon
84106;Sainte-Cécile-les-Vignes;248400160;CC Aygues-Ouvèze en Provence (Ccaop)
84107;Saint-Christol;200035723;CC Ventoux-Sud
84108;Saint-Didier;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84109;Saint-Hippolyte-le-Graveyron;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84110;Saint-Léger-du-Ventoux;248400335;CC Pays Vaison Ventoux (Copavo)
84111;Saint-Marcellin-lès-Vaison;248400335;CC Pays Vaison Ventoux (Copavo)
84112;Saint-Martin-de-Castillon;200040624;CC Pays d'Apt-Luberon
84113;Saint-Martin-de-la-Brasque;248400285;CC Territoriale Sud-Luberon
84114;Saint-Pantaléon;200040624;CC Pays d'Apt-Luberon
84115;Saint-Pierre-de-Vassols;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84116;Saint-Romain-en-Viennois;248400335;CC Pays Vaison Ventoux (Copavo)
84117;Saint-Roman-de-Malegarde;248400335;CC Pays Vaison Ventoux (Copavo)
84118;Saint-Saturnin-lès-Apt;200040624;CC Pays d'Apt-Luberon
84119;Saint-Saturnin-lès-Avignon;248400251;CA du Grand Avignon (Coga)
84120;Saint-Trinit;200035723;CC Ventoux-Sud
84121;Sannes;248400285;CC Territoriale Sud-Luberon
84122;Sarrians;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84123;Sault;200035723;CC Ventoux-Sud
84124;Saumane-de-Vaucluse;248400319;CC du Pays des Sorgues et des Monts de Vaucluse
84125;Savoillan;248400335;CC Pays Vaison Ventoux (Copavo)
84126;Séguret;248400335;CC Pays Vaison Ventoux (Copavo)
84127;Sérignan-du-Comtat;248400160;CC Aygues-Ouvèze en Provence (Ccaop)
84128;Sivergues;200040624;CC Pays d'Apt-Luberon
84129;Sorgues;248400236;CC des Pays de Rhône et Ouvèze
84130;Suzette;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84131;Taillades;200040442;CC Luberon Monts de Vaucluse
84132;Le Thor;248400319;CC du Pays des Sorgues et des Monts de Vaucluse
84133;La Tour-d'Aigues;248400285;CC Territoriale Sud-Luberon
84134;Travaillan;248400160;CC Aygues-Ouvèze en Provence (Ccaop)
84135;Uchaux;248400160;CC Aygues-Ouvèze en Provence (Ccaop)
84136;Vacqueyras;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84137;Vaison-la-Romaine;248400335;CC Pays Vaison Ventoux (Copavo)
84138;Valréas;200040681;CC Enclave des Papes-Pays de Grignan
84139;Fontaine-de-Vaucluse;248400319;CC du Pays des Sorgues et des Monts de Vaucluse
84140;Vaugines;248400327;CC des Portes du Luberon
84141;Vedène;248400251;CA du Grand Avignon (Coga)
84142;Velleron;248400251;CA du Grand Avignon (Coga)
84143;Venasque;248400053;CA Ventoux-Comtat-Venaissin (Cove)
84144;Viens;200040624;CC Pays d'Apt-Luberon
84145;Villars;200040624;CC Pays d'Apt-Luberon
84146;Villedieu;248400335;CC Pays Vaison Ventoux (Copavo)
84147;Villelaure;248400285;CC Territoriale Sud-Luberon
84148;Villes-sur-Auzon;200035723;CC Ventoux-Sud
84149;Violès;248400160;CC Aygues-Ouvèze en Provence (Ccaop)
84150;Visan;200040681;CC Enclave des Papes-Pays de Grignan
84151;Vitrolles-en-Lubéron;248400285;CC Territoriale Sud-Luberon
85001;L'Aiguillon-sur-Mer;248500704;CC du Pays Né de la Mer
85002;L'Aiguillon-sur-Vie;200023778;CC du Pays de St Gilles-Croix-De-Vie
85003;Aizenay;248500506;CC de Vie et Boulogne
85004;Angles;248500639;CC du Pays du Moutierrois
85005;Antigny;248500415;CC du Pays de la Châtaigneraie
85006;Apremont;248500456;CC du Pays de Palluau
85008;Aubigny;248500589;CA la Roche Sur Yon - Agglomération
85009;Auzay;248500092;CC du Pays de Fontenay-Le-Comte
85010;Avrillé;248500233;CC du Talmondais
85011;Barbâtre;248500191;CC de l'Ile de Noirmoutier
85012;La Barre-de-Monts;248500258;CC Océan Marais de Monts
85013;Bazoges-en-Paillers;248500472;CC du Canton de Saint Fulgent
85014;Bazoges-en-Pareds;248500415;CC du Pays de la Châtaigneraie
85015;Beaufou;248500506;CC de Vie et Boulogne
85016;Beaulieu-sous-la-Roche;248500530;CC du Pays des Achards
85017;Beaurepaire;248500621;CC du Pays des Herbiers
85018;Beauvoir-sur-Mer;248500720;CC du Pays du Gois
85019;Belleville-sur-Vie;248500506;CC de Vie et Boulogne
85020;Benet;248500563;CC Vendée, Sèvre, Autise
85021;La Bernardière;248500035;CC Terres de Montaigu
85022;Le Bernard;248500233;CC du Talmondais
85023;Bessay;248500670;CC du Pays Mareuillais
85024;Bois-de-Céné;248500712;CC du Pays de Challans
85025;La Boissière-de-Montaigu;248500035;CC Terres de Montaigu
85026;La Boissière-des-Landes;248500639;CC du Pays du Moutierrois
85027;Boufféré;248500035;CC Terres de Montaigu
85028;Bouillé-Courdault;248500563;CC Vendée, Sèvre, Autise
85029;Bouin;248500720;CC du Pays du Gois
85030;Boulogne;248500571;CC du Pays des Essarts
85031;Le Boupère;248500464;CC du Pays de Pouzauges
85033;Bourneau;248500092;CC du Pays de Fontenay-Le-Comte
85034;Bournezeau;248500340;CC Pays de Chantonnay
85035;Bretignolles-sur-Mer;200023778;CC du Pays de St Gilles-Croix-De-Vie
85036;La Bretonnière-la-Claye;248500670;CC du Pays Mareuillais
85037;Breuil-Barret;248500415;CC du Pays de la Châtaigneraie
85038;Les Brouzils;248500472;CC du Canton de Saint Fulgent
85039;La Bruffière;248500035;CC Terres de Montaigu
85040;La Caillère-Saint-Hilaire;248500548;CC du Pays de Sainte Hermine
85041;Cezais;248500415;CC du Pays de la Châtaigneraie
85042;Chaillé-les-Marais;248500480;CC des Isles du Marais Poitevin
85043;Chaillé-sous-les-Ormeaux;248500589;CA la Roche Sur Yon - Agglomération
85044;Chaix;248500092;CC du Pays de Fontenay-Le-Comte
85045;La Chaize-Giraud;200023778;CC du Pays de St Gilles-Croix-De-Vie
85046;La Chaize-le-Vicomte;248500589;CA la Roche Sur Yon - Agglomération
85047;Challans;248500712;CC du Pays de Challans
85048;Chambretaud;248500662;CC du Canton de Mortagne-Sur-Sèvre
85049;Champagné-les-Marais;248500480;CC des Isles du Marais Poitevin
85050;Le Champ-Saint-Père;248500639;CC du Pays du Moutierrois
85051;Chantonnay;248500340;CC Pays de Chantonnay
85052;La Chapelle-Achard;248500530;CC du Pays des Achards
85053;La Chapelle-aux-Lys;248500415;CC du Pays de la Châtaigneraie
85054;La Chapelle-Hermier;248500530;CC du Pays des Achards
85055;La Chapelle-Palluau;248500456;CC du Pays de Palluau
85056;La Chapelle-Thémer;248500548;CC du Pays de Sainte Hermine
85058;Chasnais;248500704;CC du Pays Né de la Mer
85059;La Châtaigneraie;248500415;CC du Pays de la Châtaigneraie
85060;Château-d'Olonne;248500605;CC des Olonnes
85061;Château-Guibert;248500670;CC du Pays Mareuillais
85062;Châteauneuf;248500712;CC du Pays de Challans
85063;Les Châtelliers-Châteaumur;248500464;CC du Pays de Pouzauges
85064;Chauché;248500472;CC du Canton de Saint Fulgent
85065;Chavagnes-en-Paillers;248500472;CC du Canton de Saint Fulgent
85066;Chavagnes-les-Redoux;248500464;CC du Pays de Pouzauges
85067;Cheffois;248500415;CC du Pays de la Châtaigneraie
85069;Les Clouzeaux;248500589;CA la Roche Sur Yon - Agglomération
85070;Coëx;200023778;CC du Pays de St Gilles-Croix-De-Vie
85071;Commequiers;200023778;CC du Pays de St Gilles-Croix-De-Vie
85072;La Copechagnière;248500472;CC du Canton de Saint Fulgent
85073;Corpe;248500670;CC du Pays Mareuillais
85074;La Couture;248500670;CC du Pays Mareuillais
85076;Cugand;248500035;CC Terres de Montaigu
85077;Curzon;248500639;CC du Pays du Moutierrois
85078;Damvix;248500563;CC Vendée, Sèvre, Autise
85080;Doix;248500092;CC du Pays de Fontenay-Le-Comte
85081;Dompierre-sur-Yon;248500589;CA la Roche Sur Yon - Agglomération
85082;Les Epesses;248500621;CC du Pays des Herbiers
85083;L'Épine;248500191;CC de l'Ile de Noirmoutier
85084;Les Essarts;248500571;CC du Pays des Essarts
85086;Falleron;248500456;CC du Pays de Palluau
85087;Faymoreau;248500563;CC Vendée, Sèvre, Autise
85088;Le Fenouiller;200023778;CC du Pays de St Gilles-Croix-De-Vie
85089;La Ferrière;248500589;CA la Roche Sur Yon - Agglomération
85090;La Flocellière;248500464;CC du Pays de Pouzauges
85091;Fontaines;248500092;CC du Pays de Fontenay-Le-Comte
85092;Fontenay-le-Comte;248500092;CC du Pays de Fontenay-Le-Comte
85093;Fougeré;248500589;CA la Roche Sur Yon - Agglomération
85094;Foussais-Payré;248500092;CC du Pays de Fontenay-Le-Comte
85095;Froidfond;248500712;CC du Pays de Challans
85096;La Garnache;248500712;CC du Pays de Challans
85097;La Gaubretière;248500662;CC du Canton de Mortagne-Sur-Sèvre
85098;La Génétouze;248500506;CC de Vie et Boulogne
85099;Le Girouard;248500530;CC du Pays des Achards
85100;Givrand;200023778;CC du Pays de St Gilles-Croix-De-Vie
85101;Le Givre;248500639;CC du Pays du Moutierrois
85102;Grand'Landes;248500456;CC du Pays de Palluau
85103;Grosbreuil;248500233;CC du Talmondais
85104;Grues;248500704;CC du Pays Né de la Mer
85105;Le Gué-de-Velluire;248500480;CC des Isles du Marais Poitevin
85106;La Guérinière;248500191;CC de l'Ile de Noirmoutier
85107;La Guyonnière;248500035;CC Terres de Montaigu
85108;L'Herbergement;248500514;CC du Canton de Rocheservière
85109;Les Herbiers;248500621;CC du Pays des Herbiers
85110;L'Hermenault;248500647;CC du Pays de l'hermenault
85111;L'Île-d'Elle;248500480;CC des Isles du Marais Poitevin
85112;L'Île-d'Olonne;248500597;CC de l'Auzance et de la Vertonne
85113;L'Île-d'Yeu;ZZZZZZZZZ;Sans objet
85114;Jard-sur-Mer;248500233;CC du Talmondais
85115;La Jaudonnière;248500548;CC du Pays de Sainte Hermine
85116;La Jonchère;248500639;CC du Pays du Moutierrois
85117;Lairoux;248500704;CC du Pays Né de la Mer
85118;Landeronde;248500589;CA la Roche Sur Yon - Agglomération
85119;Les Landes-Genusson;248500662;CC du Canton de Mortagne-Sur-Sèvre
85120;Landevieille;200023778;CC du Pays de St Gilles-Croix-De-Vie
85121;Le Langon;248500092;CC du Pays de Fontenay-Le-Comte
85123;Liez;248500563;CC Vendée, Sèvre, Autise
85125;Loge-Fougereuse;248500415;CC du Pays de la Châtaigneraie
85126;Longèves;248500092;CC du Pays de Fontenay-Le-Comte
85127;Longeville-sur-Mer;248500233;CC du Talmondais
85128;Luçon;248500704;CC du Pays Né de la Mer
85129;Les Lucs-sur-Boulogne;248500506;CC de Vie et Boulogne
85130;Maché;248500456;CC du Pays de Palluau
85131;Les Magnils-Reigniers;248500704;CC du Pays Né de la Mer
85132;Maillé;248500563;CC Vendée, Sèvre, Autise
85133;Maillezais;248500563;CC Vendée, Sèvre, Autise
85134;Mallièvre;248500662;CC du Canton de Mortagne-Sur-Sèvre
85135;Mareuil-sur-Lay-Dissais;248500670;CC du Pays Mareuillais
85136;Marillet;248500415;CC du Pays de la Châtaigneraie
85137;Marsais-Sainte-Radégonde;248500647;CC du Pays de l'hermenault
85138;Martinet;248500530;CC du Pays des Achards
85139;Le Mazeau;248500563;CC Vendée, Sèvre, Autise
85140;La Meilleraie-Tillay;248500464;CC du Pays de Pouzauges
85141;Menomblet;248500415;CC du Pays de la Châtaigneraie
85142;La Merlatière;248500571;CC du Pays des Essarts
85143;Mervent;248500092;CC du Pays de Fontenay-Le-Comte
85144;Mesnard-la-Barotière;248500621;CC du Pays des Herbiers
85145;Monsireigne;248500464;CC du Pays de Pouzauges
85146;Montaigu;248500035;CC Terres de Montaigu
85147;Montournais;248500464;CC du Pays de Pouzauges
85148;Montreuil;248500092;CC du Pays de Fontenay-Le-Comte
85149;Moreilles;248500480;CC des Isles du Marais Poitevin
85150;Mormaison;248500514;CC du Canton de Rocheservière
85151;Mortagne-sur-Sèvre;248500662;CC du Canton de Mortagne-Sur-Sèvre
85152;La Mothe-Achard;248500530;CC du Pays des Achards
85153;Mouchamps;248500621;CC du Pays des Herbiers
85154;Mouilleron-en-Pareds;248500415;CC du Pays de la Châtaigneraie
85155;Mouilleron-le-Captif;248500589;CA la Roche Sur Yon - Agglomération
85156;Moutiers-les-Mauxfaits;248500639;CC du Pays du Moutierrois
85157;Moutiers-sur-le-Lay;248500670;CC du Pays Mareuillais
85158;Mouzeuil-Saint-Martin;248500647;CC du Pays de l'hermenault
85159;Nalliers;248500480;CC des Isles du Marais Poitevin
85160;Nesmy;248500589;CA la Roche Sur Yon - Agglomération
85161;Nieul-le-Dolent;248500530;CC du Pays des Achards
85162;Nieul-sur-l'Autise;248500563;CC Vendée, Sèvre, Autise
85163;Noirmoutier-en-l'Île;248500191;CC de l'Ile de Noirmoutier
85164;Notre-Dame-de-Monts;248500258;CC Océan Marais de Monts
85165;L'Oie;248500571;CC du Pays des Essarts
85166;Olonne-sur-Mer;248500605;CC des Olonnes
85167;L'Orbrie;248500092;CC du Pays de Fontenay-Le-Comte
85168;Oulmes;248500563;CC Vendée, Sèvre, Autise
85169;Palluau;248500456;CC du Pays de Palluau
85171;Péault;248500670;CC du Pays Mareuillais
85172;Le Perrier;248500258;CC Océan Marais de Monts
85174;Petosse;248500092;CC du Pays de Fontenay-Le-Comte
85175;Les Pineaux;248500670;CC du Pays Mareuillais
85176;Pissotte;248500092;CC du Pays de Fontenay-Le-Comte
85177;Le Poiré-sur-Velluire;248500092;CC du Pays de Fontenay-Le-Comte
85178;Le Poiré-sur-Vie;248500506;CC de Vie et Boulogne
85179;Poiroux;248500233;CC du Talmondais
85180;La Pommeraie-sur-Sèvre;248500464;CC du Pays de Pouzauges
85181;Pouillé;248500647;CC du Pays de l'hermenault
85182;Pouzauges;248500464;CC du Pays de Pouzauges
85184;Puy-de-Serre;248500563;CC Vendée, Sèvre, Autise
85185;Puyravault;248500480;CC des Isles du Marais Poitevin
85186;La Rabatelière;248500472;CC du Canton de Saint Fulgent
85187;Réaumur;248500464;CC du Pays de Pouzauges
85188;La Réorthe;248500548;CC du Pays de Sainte Hermine
85189;Notre-Dame-de-Riez;200023778;CC du Pays de St Gilles-Croix-De-Vie
85190;Rocheservière;248500514;CC du Canton de Rocheservière
85191;La Roche-sur-Yon;248500589;CA la Roche Sur Yon - Agglomération
85192;Rochetrejoux;248500340;CC Pays de Chantonnay
85193;Rosnay;248500670;CC du Pays Mareuillais
85194;Les Sables-d'Olonne;248500605;CC des Olonnes
85196;Saint-André-Goule-d'Oie;248500472;CC du Canton de Saint Fulgent
85197;Saint-André-Treize-Voies;248500514;CC du Canton de Rocheservière
85198;Saint-Aubin-des-Ormeaux;248500662;CC du Canton de Mortagne-Sur-Sèvre
85199;Saint-Aubin-la-Plaine;248500548;CC du Pays de Sainte Hermine
85200;Saint-Avaugourd-des-Landes;248500639;CC du Pays du Moutierrois
85201;Saint-Benoist-sur-Mer;248500639;CC du Pays du Moutierrois
85202;Sainte-Cécile;248500571;CC du Pays des Essarts
85204;Saint-Christophe-du-Ligneron;248500456;CC du Pays de Palluau
85205;Saint-Cyr-des-Gâts;248500647;CC du Pays de l'hermenault
85206;Saint-Cyr-en-Talmondais;248500639;CC du Pays du Moutierrois
85207;Saint-Denis-du-Payré;248500704;CC du Pays Né de la Mer
85208;Saint-Denis-la-Chevasse;248500506;CC de Vie et Boulogne
85209;Saint-Étienne-de-Brillouet;248500548;CC du Pays de Sainte Hermine
85210;Saint-Étienne-du-Bois;248500456;CC du Pays de Palluau
85211;Sainte-Flaive-des-Loups;248500530;CC du Pays des Achards
85212;Sainte-Florence;248500571;CC du Pays des Essarts
85213;Saint-Florent-des-Bois;248500589;CA la Roche Sur Yon - Agglomération
85214;Sainte-Foy;248500597;CC de l'Auzance et de la Vertonne
85215;Saint-Fulgent;248500472;CC du Canton de Saint Fulgent
85216;Sainte-Gemme-la-Plaine;248500548;CC du Pays de Sainte Hermine
85217;Saint-Georges-de-Montaigu;248500035;CC Terres de Montaigu
85218;Saint-Georges-de-Pointindoux;248500530;CC du Pays des Achards
85219;Saint-Germain-l'Aiguiller;248500415;CC du Pays de la Châtaigneraie
85220;Saint-Germain-de-Prinçay;248500340;CC Pays de Chantonnay
85221;Saint-Gervais;248500720;CC du Pays du Gois
85222;Saint-Gilles-Croix-de-Vie;200023778;CC du Pays de St Gilles-Croix-De-Vie
85223;Sainte-Hermine;248500548;CC du Pays de Sainte Hermine
85224;Saint-Hilaire-de-Loulay;248500035;CC Terres de Montaigu
85226;Saint-Hilaire-de-Riez;200023778;CC du Pays de St Gilles-Croix-De-Vie
85227;Saint-Hilaire-des-Loges;248500563;CC Vendée, Sèvre, Autise
85229;Saint-Hilaire-de-Voust;248500415;CC du Pays de la Châtaigneraie
85231;Saint-Hilaire-la-Forêt;248500233;CC du Talmondais
85232;Saint-Hilaire-le-Vouhis;248500340;CC Pays de Chantonnay
85233;Saint-Jean-de-Beugné;248500548;CC du Pays de Sainte Hermine
85234;Saint-Jean-de-Monts;248500258;CC Océan Marais de Monts
85235;Saint-Juire-Champgillon;248500548;CC du Pays de Sainte Hermine
85236;Saint-Julien-des-Landes;248500530;CC du Pays des Achards
85237;Saint-Laurent-de-la-Salle;248500647;CC du Pays de l'hermenault
85238;Saint-Laurent-sur-Sèvre;248500662;CC du Canton de Mortagne-Sur-Sèvre
85239;Saint-Maixent-sur-Vie;200023778;CC du Pays de St Gilles-Croix-De-Vie
85240;Saint-Malô-du-Bois;248500662;CC du Canton de Mortagne-Sur-Sèvre
85242;Saint-Mars-la-Réorthe;248500621;CC du Pays des Herbiers
85243;Brem-sur-Mer;200023778;CC du Pays de St Gilles-Croix-De-Vie
85244;Saint-Martin-de-Fraigneau;248500092;CC du Pays de Fontenay-Le-Comte
85245;Saint-Martin-des-Fontaines;248500647;CC du Pays de l'hermenault
85246;Saint-Martin-des-Noyers;248500571;CC du Pays des Essarts
85247;Saint-Martin-des-Tilleuls;248500662;CC du Canton de Mortagne-Sur-Sèvre
85248;Saint-Martin-Lars-en-Sainte-Hermine;248500548;CC du Pays de Sainte Hermine
85250;Saint-Mathurin;248500530;CC du Pays des Achards
85251;Saint-Maurice-des-Noues;248500415;CC du Pays de la Châtaigneraie
85252;Saint-Maurice-le-Girard;248500415;CC du Pays de la Châtaigneraie
85254;Saint-Mesmin;248500464;CC du Pays de Pouzauges
85255;Saint-Michel-en-l'Herm;248500704;CC du Pays Né de la Mer
85256;Saint-Michel-le-Cloucq;248500092;CC du Pays de Fontenay-Le-Comte
85257;Saint-Michel-Mont-Mercure;248500464;CC du Pays de Pouzauges
85259;Saint-Paul-en-Pareds;248500621;CC du Pays des Herbiers
85260;Saint-Paul-Mont-Penit;248500456;CC du Pays de Palluau
85261;Sainte-Pexine;248500670;CC du Pays Mareuillais
85262;Saint-Philbert-de-Bouaine;248500514;CC du Canton de Rocheservière
85264;Saint-Pierre-du-Chemin;248500415;CC du Pays de la Châtaigneraie
85265;Saint-Pierre-le-Vieux;248500563;CC Vendée, Sèvre, Autise
85266;Saint-Prouant;248500340;CC Pays de Chantonnay
85267;Sainte-Radégonde-des-Noyers;248500480;CC des Isles du Marais Poitevin
85268;Saint-Révérend;200023778;CC du Pays de St Gilles-Croix-De-Vie
85269;Saint-Sigismond;248500563;CC Vendée, Sèvre, Autise
85271;Saint-Sulpice-en-Pareds;248500415;CC du Pays de la Châtaigneraie
85272;Saint-Sulpice-le-Verdon;248500514;CC du Canton de Rocheservière
85273;Saint-Urbain;248500720;CC du Pays du Gois
85274;Saint-Valérien;248500647;CC du Pays de l'hermenault
85276;Saint-Vincent-Sterlanges;248500340;CC Pays de Chantonnay
85277;Saint-Vincent-sur-Graon;248500639;CC du Pays du Moutierrois
85278;Saint-Vincent-sur-Jard;248500233;CC du Talmondais
85279;Saligny;248500506;CC de Vie et Boulogne
85280;Sallertaine;248500712;CC du Pays de Challans
85281;Sérigné;248500092;CC du Pays de Fontenay-Le-Comte
85282;Sigournais;248500340;CC Pays de Chantonnay
85284;Soullans;248500258;CC Océan Marais de Monts
85285;Le Tablier;248500589;CA la Roche Sur Yon - Agglomération
85286;La Taillée;248500480;CC des Isles du Marais Poitevin
85287;Tallud-Sainte-Gemme;248500464;CC du Pays de Pouzauges
85288;Talmont-Saint-Hilaire;248500233;CC du Talmondais
85289;La Tardière;248500415;CC du Pays de la Châtaigneraie
85290;Thiré;248500548;CC du Pays de Sainte Hermine
85291;Thorigny;248500589;CA la Roche Sur Yon - Agglomération
85292;Thouarsais-Bouildroux;248500415;CC du Pays de la Châtaigneraie
85293;Tiffauges;248500662;CC du Canton de Mortagne-Sur-Sèvre
85294;La Tranche-sur-Mer;248500704;CC du Pays Né de la Mer
85295;Treize-Septiers;248500035;CC Terres de Montaigu
85296;Treize-Vents;248500662;CC du Canton de Mortagne-Sur-Sèvre
85297;Triaize;248500704;CC du Pays Né de la Mer
85298;Vairé;248500597;CC de l'Auzance et de la Vertonne
85299;Velluire;248500092;CC du Pays de Fontenay-Le-Comte
85300;Venansault;248500589;CA la Roche Sur Yon - Agglomération
85301;Vendrennes;248500621;CC du Pays des Herbiers
85302;La Verrie;248500662;CC du Canton de Mortagne-Sur-Sèvre
85303;Vix;248500563;CC Vendée, Sèvre, Autise
85304;Vouillé-les-Marais;248500480;CC des Isles du Marais Poitevin
85305;Vouvant;248500092;CC du Pays de Fontenay-Le-Comte
85306;Xanton-Chassenon;248500563;CC Vendée, Sèvre, Autise
85307;La Faute-sur-Mer;248500704;CC du Pays Né de la Mer
86001;Adriers;248600397;CC du Montmorillonnais
86002;Amberre;200043610;CC du Mirebalais
86003;Anché;248600371;CC de la Région de Couhé
86004;Angles-sur-l'Anglin;248600603;CC des Vals de Gartempe et Creuse
86005;Angliers;248600447;CC du Pays Loudunais
86006;Antigny;248600397;CC du Montmorillonnais
86007;Antran;200034924;CC les Portes du Poitou
86008;Arçay;248600447;CC du Pays Loudunais
86009;Archigny;248600413;CA du Pays Châtelleraudais
86010;Aslonnes;200043628;CC des Vallées du Clain
86011;Asnières-sur-Blour;248600397;CC du Montmorillonnais
86012;Asnois;200043636;CC des Pays Civraisien et Charlois
86013;Aulnay;248600447;CC du Pays Loudunais
86014;Availles-en-Châtellerault;248600413;CA du Pays Châtelleraudais
86015;Availles-Limouzine;248600397;CC du Montmorillonnais
86016;Avanton;248600587;CC du Neuvillois
86017;Ayron;248600561;CC du Pays Vouglaisien
86018;Basses;248600447;CC du Pays Loudunais
86019;Beaumont;248600454;CC du Val Vert du Clain
86020;Bellefonds;248600413;CA du Pays Châtelleraudais
86021;Benassay;248600561;CC du Pays Vouglaisien
86022;Berrie;248600447;CC du Pays Loudunais
86023;Berthegon;248600447;CC du Pays Loudunais
86024;Béruges;248600157;CA Grand Poitiers
86025;Béthines;248600397;CC du Montmorillonnais
86026;Beuxes;248600447;CC du Pays Loudunais
86027;Biard;248600157;CA Grand Poitiers
86028;Bignoux;248600595;CC de Vienne et Moulière
86029;Blanzay;200043636;CC des Pays Civraisien et Charlois
86030;Blaslay;248600587;CC du Neuvillois
86031;Bonnes;248600595;CC de Vienne et Moulière
86032;Bonneuil-Matours;248600413;CA du Pays Châtelleraudais
86034;Bouresse;248600405;CC du Lussacois
86035;Bourg-Archambault;248600397;CC du Montmorillonnais
86036;Bournand;248600447;CC du Pays Loudunais
86037;Brigueil-le-Chantre;248600397;CC du Montmorillonnais
86038;Brion;248600553;CC du Pays Gencéen
86039;Brux;248600371;CC de la Région de Couhé
86040;La Bussière;248600603;CC des Vals de Gartempe et Creuse
86041;Buxerolles;248600157;CA Grand Poitiers
86042;Buxeuil;200034924;CC les Portes du Poitou
86043;Ceaux-en-Couhé;248600371;CC de la Région de Couhé
86044;Ceaux-en-Loudun;248600447;CC du Pays Loudunais
86045;Celle-Lévescault;248600389;CC du Pays Mélusin
86046;Cenon-sur-Vienne;248600413;CA du Pays Châtelleraudais
86047;Cernay;248600579;CC du Lencloitrais
86048;Chabournay;248600587;CC du Neuvillois
86049;Chalais;248600447;CC du Pays Loudunais
86050;Chalandray;248600561;CC du Pays Vouglaisien
86051;Champagné-le-Sec;200043636;CC des Pays Civraisien et Charlois
86052;Champagné-Saint-Hilaire;248600553;CC du Pays Gencéen
86053;Champigny-le-Sec;200043610;CC du Mirebalais
86054;Champniers;200043636;CC des Pays Civraisien et Charlois
86055;La Chapelle-Bâton;200043636;CC des Pays Civraisien et Charlois
86056;La Chapelle-Montreuil;248600561;CC du Pays Vouglaisien
86058;La Chapelle-Moulière;248600595;CC de Vienne et Moulière
86059;Chapelle-Viviers;248600421;CC du Pays Chauvinois
86060;Charrais;248600587;CC du Neuvillois
86061;Charroux;200043636;CC des Pays Civraisien et Charlois
86062;Chasseneuil-du-Poitou;248600157;CA Grand Poitiers
86063;Chatain;200043636;CC des Pays Civraisien et Charlois
86064;Château-Garnier;248600553;CC du Pays Gencéen
86065;Château-Larcher;200043628;CC des Vallées du Clain
86066;Châtellerault;248600413;CA du Pays Châtelleraudais
86067;Châtillon;248600371;CC de la Région de Couhé
86068;Chaunay;248600371;CC de la Région de Couhé
86069;La Chaussée;248600447;CC du Pays Loudunais
86070;Chauvigny;248600421;CC du Pays Chauvinois
86071;Cheneché;248600587;CC du Neuvillois
86072;Chenevelles;248600603;CC des Vals de Gartempe et Creuse
86073;Cherves;200043610;CC du Mirebalais
86074;Chiré-en-Montreuil;248600561;CC du Pays Vouglaisien
86075;Chouppes;200043610;CC du Mirebalais
86076;Cissé;248600587;CC du Neuvillois
86077;Civaux;248600405;CC du Lussacois
86078;Civray;200043636;CC des Pays Civraisien et Charlois
86079;La Roche-Rigault;248600447;CC du Pays Loudunais
86080;Cloué;248600389;CC du Pays Mélusin
86081;Colombiers;248600413;CA du Pays Châtelleraudais
86082;Couhé;248600371;CC de la Région de Couhé
86083;Coulombiers;248600389;CC du Pays Mélusin
86084;Coulonges;248600397;CC du Montmorillonnais
86085;Coussay;200043610;CC du Mirebalais
86086;Coussay-les-Bois;248600603;CC des Vals de Gartempe et Creuse
86087;Craon;248600447;CC du Pays Loudunais
86088;Croutelle;248600157;CA Grand Poitiers
86089;Cuhon;200043610;CC du Mirebalais
86090;Curçay-sur-Dive;248600447;CC du Pays Loudunais
86091;Curzay-sur-Vonne;248600389;CC du Pays Mélusin
86092;Dangé-Saint-Romain;200034924;CC les Portes du Poitou
86093;Dercé;248600447;CC du Pays Loudunais
86094;Dienné;200043628;CC des Vallées du Clain
86095;Dissay;248600454;CC du Val Vert du Clain
86096;Doussay;248600579;CC du Lencloitrais
86097;La Ferrière-Airoux;248600553;CC du Pays Gencéen
86098;Fleix;248600421;CC du Pays Chauvinois
86099;Fleuré;200043628;CC des Vallées du Clain
86100;Fontaine-le-Comte;248600157;CA Grand Poitiers
86102;Frozes;248600561;CC du Pays Vouglaisien
86103;Gençay;248600553;CC du Pays Gencéen
86104;Genouillé;200043636;CC des Pays Civraisien et Charlois
86105;Gizay;200043628;CC des Vallées du Clain
86106;Glénouze;248600447;CC du Pays Loudunais
86107;Gouex;248600405;CC du Lussacois
86108;La Grimaudière;248600447;CC du Pays Loudunais
86109;Guesnes;248600447;CC du Pays Loudunais
86110;Haims;248600397;CC du Montmorillonnais
