CODGEO;LIBGEO;EPCI;LIBEPCI
25565;Touillon-et-Loutelet;242504215;CC du Mont d'Or et des Deux Lacs
25566;La Tour-de-Sçay;200038982;CC Dame Blanche et Bussière
25567;Tournans;242504280;CC du Pays de Rougemont
25569;Trépot;242504207;CC du Pays d'Ornans
25570;Tressandans;247000714;CC du Pays de Villersexel
25571;Trévillers;200023075;CC du Pays de Maîche
25572;Trouvans;242504280;CC du Pays de Rougemont
25573;Urtière;200023075;CC du Pays de Maîche
25574;Uzelle;242504280;CC du Pays de Rougemont
25575;Vaire-Arcier;242500361;CA du Grand Besançon
25576;Vaire-le-Petit;242500361;CA du Grand Besançon
25578;Valdahon;242504181;CC du Pays de Pierrefontaine - Vercel
25579;Val-de-Roulans;242504439;CC de Vaite Aigremont
25580;Valentigney;242503886;CA du Pays de Montbéliard
25582;Valleroy;200038982;CC Dame Blanche et Bussière
25583;Valonne;242504371;CC du Vallon de Sancey
25584;Valoreille;242504397;CC de Saint Hippolyte
25585;Vanclans;242500668;CC des Premiers Sapins
25586;Vandoncourt;242503886;CA du Pays de Montbéliard
25587;Vauchamps;242504439;CC de Vaite Aigremont
25588;Vaucluse;242504470;CC Entre Dessoubre et Barbeche
25589;Vauclusotte;242504470;CC Entre Dessoubre et Barbeche
25590;Vaudrivillers;242504371;CC du Vallon de Sancey
25591;Vaufrey;242504397;CC de Saint Hippolyte
25592;Vaux-et-Chantegrue;242504496;CC du Plateau de Frasne et du Val de Drugeon (Cfd)
25593;Vaux-les-Prés;242500361;CA du Grand Besançon
25594;Velesmes-Essarts;242504421;CC du Val Saint-Vitois
25595;Vellerot-lès-Belvoir;242504371;CC du Vallon de Sancey
25596;Vellerot-lès-Vercel;242504181;CC du Pays de Pierrefontaine - Vercel
25597;Vellevans;242504371;CC du Vallon de Sancey
25598;Venise;200038982;CC Dame Blanche et Bussière
25599;Vennans;242504439;CC de Vaite Aigremont
25600;Vennes;242504181;CC du Pays de Pierrefontaine - Vercel
25601;Vercel-Villedieu-le-Camp;242504181;CC du Pays de Pierrefontaine - Vercel
25602;Vergranne;242504447;CC du Pays Baumois
25604;Verne;242504447;CC du Pays Baumois
25605;Vernierfontaine;242504181;CC du Pays de Pierrefontaine - Vercel
25607;Vernois-lès-Belvoir;242504371;CC du Vallon de Sancey
25608;Le Vernoy;242504363;CC de la Vallée du Rupt
25609;Verrières-de-Joux;242500338;CC du Larmont
25610;Verrières-du-Grosbois;242504181;CC du Pays de Pierrefontaine - Vercel
25611;La Vèze;242500361;CA du Grand Besançon
25612;Vieilley;200038982;CC Dame Blanche et Bussière
25613;Viéthorey;242504280;CC du Pays de Rougemont
25614;Vieux-Charmont;242503886;CA du Pays de Montbéliard
25615;Villars-lès-Blamont;242504462;CC des Balcons du Lomont
25616;Villars-Saint-Georges;242504421;CC du Val Saint-Vitois
25617;Villars-sous-Dampjoux;200035228;CC du Pays de Pont de Roide
25618;Villars-sous-Écot;242504389;CC des Trois Cantons
25619;Les Villedieu;242504348;CC des Hauts du Doubs
25620;Ville-du-Pont;242500320;CC du Canton de Montbenoît
25621;Villeneuve-d'Amont;242504488;CC Altitude 800
25622;Villers-Buzon;242504421;CC du Val Saint-Vitois
25623;Villers-Chief;242504181;CC du Pays de Pierrefontaine - Vercel
25624;Villers-Grélot;242504439;CC de Vaite Aigremont
25625;Villers-la-Combe;242504181;CC du Pays de Pierrefontaine - Vercel
25626;Villers-Saint-Martin;242504447;CC du Pays Baumois
25627;Villers-sous-Chalamont;242504488;CC Altitude 800
25628;Villers-sous-Montrond;242504207;CC du Pays d'Ornans
25629;Voillans;242504447;CC du Pays Baumois
25630;Voires;242504181;CC du Pays de Pierrefontaine - Vercel
25631;Vorges-les-Pins;242500361;CA du Grand Besançon
25632;Voujeaucourt;242503886;CA du Pays de Montbéliard
25633;Vuillafans;242504207;CC du Pays d'Ornans
25634;Vuillecin;242500338;CC du Larmont
25635;Vyt-lès-Belvoir;242504371;CC du Vallon de Sancey
26001;Aix-en-Diois;242600534;CC du Diois
26002;Albon;200040491;CC Porte de Drômardèche
26003;Aleyrac;242600492;CC Dieulefit-Bourdeaux
26004;Alixan;200040483;CA Valence-Romans Sud Rhône-Alpes
26005;Allan;200040459;CA Montélimar-Agglomération
26006;Allex;242600252;CC du Val de Drôme
26007;Ambonil;242600252;CC du Val de Drôme
26008;Ancône;200040459;CA Montélimar-Agglomération
26009;Andancette;200040491;CC Porte de Drômardèche
26010;Anneyron;200040491;CC Porte de Drômardèche
26011;Aouste-sur-Sye;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26012;Arnayon;242600534;CC du Diois
26013;Arpavon;242600591;CC du Val d'Eygues
26014;Arthémonay;242600567;CC du Pays de l'herbasse
26015;Aubenasson;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26016;Aubres;242600591;CC du Val d'Eygues
26017;Aucelon;242600534;CC du Diois
26018;Aulan;242600641;CC des Hautes Baronnies
26019;Aurel;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26020;La Répara-Auriples;242600252;CC du Val de Drôme
26021;Autichamp;242600252;CC du Val de Drôme
26022;Ballons;242600641;CC des Hautes Baronnies
26023;Barbières;200040483;CA Valence-Romans Sud Rhône-Alpes
26024;Barcelonne;200025161;CC de la Raye
26025;Barnave;242600534;CC du Diois
26026;Barret-de-Lioure;242600641;CC des Hautes Baronnies
26027;Barsac;242600534;CC du Diois
26028;Bathernay;242600567;CC du Pays de l'herbasse
26030;La Bâtie-des-Fonds;242600534;CC du Diois
26031;La Bâtie-Rolland;200040459;CA Montélimar-Agglomération
26032;La Baume-Cornillane;200040483;CA Valence-Romans Sud Rhône-Alpes
26033;La Baume-de-Transit;200042901;CC Drôme Sud Provence
26034;La Baume-d'Hostun;200040483;CA Valence-Romans Sud Rhône-Alpes
26035;Beaufort-sur-Gervanne;242600252;CC du Val de Drôme
26036;Beaumont-en-Diois;242600534;CC du Diois
26037;Beaumont-lès-Valence;200040483;CA Valence-Romans Sud Rhône-Alpes
26038;Beaumont-Monteux;200041044;CC Hermitage-Tournonais
26039;Beauregard-Baret;200040483;CA Valence-Romans Sud Rhône-Alpes
26040;Beaurières;242600534;CC du Diois
26041;Beausemblant;200040491;CC Porte de Drômardèche
26042;Beauvallon;200040483;CA Valence-Romans Sud Rhône-Alpes
26043;Beauvoisin;242600575;CC du Pays du Buis les Baronnies
26045;La Bégude-de-Mazenc;242600492;CC Dieulefit-Bourdeaux
26046;Bellecombe-Tarendol;242600575;CC du Pays du Buis les Baronnies
26047;Bellegarde-en-Diois;242600534;CC du Diois
26048;Bénivay-Ollon;242600575;CC du Pays du Buis les Baronnies
26049;Bésayes;200040483;CA Valence-Romans Sud Rhône-Alpes
26050;Bésignan;242600575;CC du Pays du Buis les Baronnies
26051;Bézaudun-sur-Bîne;242600492;CC Dieulefit-Bourdeaux
26052;Bonlieu-sur-Roubion;200040459;CA Montélimar-Agglomération
26054;Bouchet;200042901;CC Drôme Sud Provence
26055;Boulc;242600534;CC du Diois
26056;Bourdeaux;242600492;CC Dieulefit-Bourdeaux
26057;Bourg-de-Péage;200040483;CA Valence-Romans Sud Rhône-Alpes
26058;Bourg-lès-Valence;200040483;CA Valence-Romans Sud Rhône-Alpes
26059;Bouvante;242600583;CC le Pays du Royans
26060;Bouvières;242600492;CC Dieulefit-Bourdeaux
26061;Bren;242600567;CC du Pays de l'herbasse
26062;Brette;242600534;CC du Diois
26063;Buis-les-Baronnies;242600575;CC du Pays du Buis les Baronnies
26064;Chabeuil;200040483;CA Valence-Romans Sud Rhône-Alpes
26065;Chabrillan;242600252;CC du Val de Drôme
26066;Le Chaffal;242600583;CC le Pays du Royans
26067;Chalancon;242600534;CC du Diois
26068;Le Chalon;200040483;CA Valence-Romans Sud Rhône-Alpes
26069;Chamaloc;242600534;CC du Diois
26070;Chamaret;200040681;CC Enclave des Papes-Pays de Grignan
26071;Chanos-Curson;200041044;CC Hermitage-Tournonais
26072;Chantemerle-les-Blés;200041044;CC Hermitage-Tournonais
26073;Chantemerle-lès-Grignan;200040681;CC Enclave des Papes-Pays de Grignan
26074;La Chapelle-en-Vercors;242600542;CC du Vercors
26075;La Charce;242600658;CC du Pays de Rémuzat
26076;Charens;242600534;CC du Diois
26077;Charmes-sur-l'Herbasse;242600567;CC du Pays de l'herbasse
26078;Charols;200040459;CA Montélimar-Agglomération
26079;Charpey;200040483;CA Valence-Romans Sud Rhône-Alpes
26080;Chastel-Arnaud;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26081;Châteaudouble;200025161;CC de la Raye
26082;Châteauneuf-de-Bordette;242600591;CC du Val d'Eygues
26083;Châteauneuf-de-Galaure;200040491;CC Porte de Drômardèche
26084;Châteauneuf-sur-Isère;200040483;CA Valence-Romans Sud Rhône-Alpes
26085;Châteauneuf-du-Rhône;200040459;CA Montélimar-Agglomération
26086;Châtillon-en-Diois;242600534;CC du Diois
26087;Châtillon-Saint-Jean;200040483;CA Valence-Romans Sud Rhône-Alpes
26088;Chatuzange-le-Goubet;200040483;CA Valence-Romans Sud Rhône-Alpes
26089;Chaudebonne;242600591;CC du Val d'Eygues
26090;La Chaudière;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26091;Chauvac-Laux-Montaux;242600658;CC du Pays de Rémuzat
26092;Chavannes;242600567;CC du Pays de l'herbasse
26093;Clansayes;200042901;CC Drôme Sud Provence
26094;Claveyson;200040491;CC Porte de Drômardèche
26095;Cléon-d'Andran;200040459;CA Montélimar-Agglomération
26096;Clérieux;200040483;CA Valence-Romans Sud Rhône-Alpes
26097;Cliousclat;242600252;CC du Val de Drôme
26098;Cobonne;242600252;CC du Val de Drôme
26099;Colonzelle;200040681;CC Enclave des Papes-Pays de Grignan
26100;Combovin;200025161;CC de la Raye
26101;Comps;242600492;CC Dieulefit-Bourdeaux
26102;Condillac;200040459;CA Montélimar-Agglomération
26103;Condorcet;242600591;CC du Val d'Eygues
26104;Cornillac;242600658;CC du Pays de Rémuzat
26105;Cornillon-sur-l'Oule;242600658;CC du Pays de Rémuzat
26106;La Coucourde;200040459;CA Montélimar-Agglomération
26107;Crépol;200040483;CA Valence-Romans Sud Rhône-Alpes
26108;Crest;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26110;Crozes-Hermitage;200041044;CC Hermitage-Tournonais
26111;Crupies;242600492;CC Dieulefit-Bourdeaux
26112;Curnier;242600591;CC du Val d'Eygues
26113;Die;242600534;CC du Diois
26114;Dieulefit;242600492;CC Dieulefit-Bourdeaux
26115;Divajeu;242600252;CC du Val de Drôme
26116;Donzère;200042901;CC Drôme Sud Provence
26117;Échevis;242600583;CC le Pays du Royans
26118;Épinouze;200040491;CC Porte de Drômardèche
26119;Érôme;200041044;CC Hermitage-Tournonais
26121;Espeluche;200040459;CA Montélimar-Agglomération
26122;Espenel;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26123;Establet;242600534;CC du Diois
26124;Étoile-sur-Rhône;200040483;CA Valence-Romans Sud Rhône-Alpes
26125;Eurre;242600252;CC du Val de Drôme
26126;Eygalayes;242600641;CC des Hautes Baronnies
26127;Eygaliers;242600575;CC du Pays du Buis les Baronnies
26128;Eygluy-Escoulin;242600252;CC du Val de Drôme
26129;Eymeux;200040483;CA Valence-Romans Sud Rhône-Alpes
26130;Eyroles;242600591;CC du Val d'Eygues
26131;Eyzahut;242600492;CC Dieulefit-Bourdeaux
26133;Fay-le-Clos;200040491;CC Porte de Drômardèche
26134;Félines-sur-Rimandoule;242600252;CC du Val de Drôme
26135;Ferrassières;200035723;CC Ventoux-Sud
26136;Val-Maravel;242600534;CC du Diois
26137;Francillon-sur-Roubion;242600252;CC du Val de Drôme
26138;La Garde-Adhémar;200042901;CC Drôme Sud Provence
26139;Génissieux;200040483;CA Valence-Romans Sud Rhône-Alpes
26140;Geyssans;200040483;CA Valence-Romans Sud Rhône-Alpes
26141;Gigors-et-Lozeron;242600252;CC du Val de Drôme
26142;Glandage;242600534;CC du Diois
26143;Le Grand-Serre;200040491;CC Porte de Drômardèche
26144;Grane;242600252;CC du Val de Drôme
26145;Les Granges-Gontardes;200042901;CC Drôme Sud Provence
26146;Grignan;200040681;CC Enclave des Papes-Pays de Grignan
26147;Gumiane;242600534;CC du Diois
26148;Hauterives;200040491;CC Porte de Drômardèche
26149;Hostun;200040483;CA Valence-Romans Sud Rhône-Alpes
26150;Izon-la-Bruisse;242600641;CC des Hautes Baronnies
26152;Jonchères;242600534;CC du Diois
26153;Laborel;240500413;CC Interdépartementale des Baronnies
26154;Lachau;240500322;CC du Canton de Ribiers Val de Méouge
26155;Lapeyrouse-Mornay;200040491;CC Porte de Drômardèche
26156;Larnage;200041044;CC Hermitage-Tournonais
26157;La Laupie;200040459;CA Montélimar-Agglomération
26159;Laval-d'Aix;242600534;CC du Diois
26160;Laveyron;200040491;CC Porte de Drômardèche
26161;Lemps;242600658;CC du Pays de Rémuzat
26162;Lens-Lestang;200040491;CC Porte de Drômardèche
26163;Léoncel;242600583;CC le Pays du Royans
26164;Lesches-en-Diois;242600534;CC du Diois
26165;Livron-sur-Drôme;242600252;CC du Val de Drôme
26166;Loriol-sur-Drôme;242600252;CC du Val de Drôme
26167;Luc-en-Diois;242600534;CC du Diois
26168;Lus-la-Croix-Haute;242600534;CC du Diois
26169;Malataverne;200042901;CC Drôme Sud Provence
26170;Malissard;200040483;CA Valence-Romans Sud Rhône-Alpes
26171;Manas;200040459;CA Montélimar-Agglomération
26172;Manthes;200040491;CC Porte de Drômardèche
26173;Marches;200040483;CA Valence-Romans Sud Rhône-Alpes
26174;Margès;242600567;CC du Pays de l'herbasse
26175;Marignac-en-Diois;242600534;CC du Diois
26176;Marsanne;200040459;CA Montélimar-Agglomération
26177;Marsaz;242600567;CC du Pays de l'herbasse
26178;Menglon;242600534;CC du Diois
26179;Mercurol;200041044;CC Hermitage-Tournonais
26180;Mérindol-les-Oliviers;242600575;CC du Pays du Buis les Baronnies
26181;Mévouillon;242600641;CC des Hautes Baronnies
26182;Mirabel-aux-Baronnies;242600591;CC du Val d'Eygues
26183;Mirabel-et-Blacons;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26184;Miribel;200040483;CA Valence-Romans Sud Rhône-Alpes
26185;Mirmande;242600252;CC du Val de Drôme
26186;Miscon;242600534;CC du Diois
26187;Molières-Glandaz;242600534;CC du Diois
26188;Mollans-sur-Ouvèze;248400335;CC Pays Vaison Ventoux (Copavo)
26189;Montauban-sur-l'Ouvèze;242600641;CC des Hautes Baronnies
26190;Montaulieu;242600591;CC du Val d'Eygues
26191;Montboucher-sur-Jabron;200040459;CA Montélimar-Agglomération
26192;Montbrison-sur-Lez;200040681;CC Enclave des Papes-Pays de Grignan
26193;Montbrun-les-Bains;242600641;CC des Hautes Baronnies
26194;Montchenu;242600567;CC du Pays de l'herbasse
26195;Montclar-sur-Gervanne;242600252;CC du Val de Drôme
26196;Montéléger;200040483;CA Valence-Romans Sud Rhône-Alpes
26197;Montélier;200040483;CA Valence-Romans Sud Rhône-Alpes
26198;Montélimar;200040459;CA Montélimar-Agglomération
26199;Montferrand-la-Fare;242600658;CC du Pays de Rémuzat
26200;Montfroc;240400481;CC de la Vallée du Jabron
26201;Montguers;242600575;CC du Pays du Buis les Baronnies
26202;Montjoux;242600492;CC Dieulefit-Bourdeaux
26203;Montjoyer;200040681;CC Enclave des Papes-Pays de Grignan
26204;Montlaur-en-Diois;242600534;CC du Diois
26205;Montmaur-en-Diois;242600534;CC du Diois
26206;Montmeyran;200040483;CA Valence-Romans Sud Rhône-Alpes
26207;Montmiral;200040483;CA Valence-Romans Sud Rhône-Alpes
26208;Montoison;242600252;CC du Val de Drôme
26209;Montréal-les-Sources;242600658;CC du Pays de Rémuzat
26210;Montrigaud;200040483;CA Valence-Romans Sud Rhône-Alpes
26211;Montségur-sur-Lauzon;200040681;CC Enclave des Papes-Pays de Grignan
26212;Montvendre;200025161;CC de la Raye
26213;Moras-en-Valloire;200040491;CC Porte de Drômardèche
26214;Mornans;242600252;CC du Val de Drôme
26215;La Motte-Chalancon;242600534;CC du Diois
26216;La Motte-de-Galaure;200040491;CC Porte de Drômardèche
26217;La Motte-Fanjas;242600583;CC le Pays du Royans
26218;Mours-Saint-Eusèbe;200040483;CA Valence-Romans Sud Rhône-Alpes
26219;Mureils;200040491;CC Porte de Drômardèche
26220;Nyons;242600591;CC du Val d'Eygues
26221;Omblèze;242600252;CC du Val de Drôme
26222;Orcinas;242600492;CC Dieulefit-Bourdeaux
26223;Oriol-en-Royans;242600583;CC le Pays du Royans
26224;Ourches;200040483;CA Valence-Romans Sud Rhône-Alpes
26225;Parnans;200040483;CA Valence-Romans Sud Rhône-Alpes
26226;Le Pègue;200040681;CC Enclave des Papes-Pays de Grignan
26227;Pelonne;242600658;CC du Pays de Rémuzat
26228;Pennes-le-Sec;242600534;CC du Diois
26229;La Penne-sur-l'Ouvèze;242600575;CC du Pays du Buis les Baronnies
26231;Peyrins;200040483;CA Valence-Romans Sud Rhône-Alpes
26232;Peyrus;200025161;CC de la Raye
26233;Piégon;242600591;CC du Val d'Eygues
26234;Piégros-la-Clastre;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26235;Pierrelatte;200042901;CC Drôme Sud Provence
26236;Pierrelongue;242600575;CC du Pays du Buis les Baronnies
26238;Les Pilles;242600591;CC du Val d'Eygues
26239;Plaisians;242600575;CC du Pays du Buis les Baronnies
26240;Plan-de-Baix;242600252;CC du Val de Drôme
26241;Le Poët-Célard;242600252;CC du Val de Drôme
26242;Le Poët-en-Percip;242600575;CC du Pays du Buis les Baronnies
26243;Le Poët-Laval;242600492;CC Dieulefit-Bourdeaux
26244;Le Poët-Sigillat;242600591;CC du Val d'Eygues
26245;Pommerol;242600658;CC du Pays de Rémuzat
26246;Ponet-et-Saint-Auban;242600534;CC du Diois
26247;Ponsas;200040491;CC Porte de Drômardèche
26248;Pontaix;242600534;CC du Diois
26249;Pont-de-Barret;242600492;CC Dieulefit-Bourdeaux
26250;Pont-de-l'Isère;200041044;CC Hermitage-Tournonais
26251;Portes-en-Valdaine;200040459;CA Montélimar-Agglomération
26252;Portes-lès-Valence;200040483;CA Valence-Romans Sud Rhône-Alpes
26253;Poyols;242600534;CC du Diois
26254;Pradelle;242600534;CC du Diois
26255;Les Prés;242600534;CC du Diois
26256;Propiac;242600575;CC du Pays du Buis les Baronnies
26257;Puygiron;200040459;CA Montélimar-Agglomération
26258;Puy-Saint-Martin;242600252;CC du Val de Drôme
26259;Ratières;200040491;CC Porte de Drômardèche
26261;Réauville;200040681;CC Enclave des Papes-Pays de Grignan
26262;Recoubeau-Jansac;242600534;CC du Diois
26263;Reilhanette;242600641;CC des Hautes Baronnies
26264;Rémuzat;242600658;CC du Pays de Rémuzat
26266;Rimon-et-Savel;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26267;Rioms;242600575;CC du Pays du Buis les Baronnies
26268;Rochebaudin;242600492;CC Dieulefit-Bourdeaux
26269;Rochebrune;242600575;CC du Pays du Buis les Baronnies
26270;Rochechinard;242600583;CC le Pays du Royans
26271;La Roche-de-Glun;200041044;CC Hermitage-Tournonais
26272;Rochefort-en-Valdaine;200040459;CA Montélimar-Agglomération
26273;Rochefort-Samson;200040483;CA Valence-Romans Sud Rhône-Alpes
26274;Rochefourchat;242600534;CC du Diois
26275;Rochegude;200042901;CC Drôme Sud Provence
26276;Roche-Saint-Secret-Béconne;242600492;CC Dieulefit-Bourdeaux
26277;La Roche-sur-Grane;242600252;CC du Val de Drôme
26278;La Roche-sur-le-Buis;242600575;CC du Pays du Buis les Baronnies
26279;La Rochette-du-Buis;242600575;CC du Pays du Buis les Baronnies
26281;Romans-sur-Isère;200040483;CA Valence-Romans Sud Rhône-Alpes
26282;Romeyer;242600534;CC du Diois
26283;Rottier;242600534;CC du Diois
26284;Roussas;200040681;CC Enclave des Papes-Pays de Grignan
26285;Rousset-les-Vignes;200040681;CC Enclave des Papes-Pays de Grignan
26286;Roussieux;242600658;CC du Pays de Rémuzat
26287;Roynac;200040459;CA Montélimar-Agglomération
26288;Sahune;242600591;CC du Val d'Eygues
26289;Saillans;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26290;Saint-Agnan-en-Vercors;242600542;CC du Vercors
26291;Saint-Andéol;242600534;CC du Diois
26292;Saint-Auban-sur-l'Ouvèze;242600575;CC du Pays du Buis les Baronnies
26293;Saint-Avit;200040491;CC Porte de Drômardèche
26294;Saint-Bardoux;200040483;CA Valence-Romans Sud Rhône-Alpes
26295;Saint-Barthélemy-de-Vals;200040491;CC Porte de Drômardèche
26296;Saint-Benoit-en-Diois;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26297;Saint-Bonnet-de-Valclérieux;200040483;CA Valence-Romans Sud Rhône-Alpes
26298;Saint-Christophe-et-le-Laris;200040483;CA Valence-Romans Sud Rhône-Alpes
26299;Sainte-Croix;242600534;CC du Diois
26300;Saint-Dizier-en-Diois;242600534;CC du Diois
26301;Saint-Donat-sur-l'Herbasse;242600567;CC du Pays de l'herbasse
26302;Sainte-Eulalie-en-Royans;242600583;CC le Pays du Royans
26303;Sainte-Euphémie-sur-Ouvèze;242600575;CC du Pays du Buis les Baronnies
26304;Saint-Ferréol-Trente-Pas;242600591;CC du Val d'Eygues
26305;Saint-Gervais-sur-Roubion;200040459;CA Montélimar-Agglomération
26306;Sainte-Jalle;242600591;CC du Val d'Eygues
26307;Saint-Jean-en-Royans;242600583;CC le Pays du Royans
26308;Saint-Julien-en-Quint;242600534;CC du Diois
26309;Saint-Julien-en-Vercors;242600542;CC du Vercors
26310;Saint-Laurent-d'Onay;200040483;CA Valence-Romans Sud Rhône-Alpes
26311;Saint-Laurent-en-Royans;242600583;CC le Pays du Royans
26312;Saint-Marcel-lès-Sauzet;200040459;CA Montélimar-Agglomération
26313;Saint-Marcel-lès-Valence;200040483;CA Valence-Romans Sud Rhône-Alpes
26314;Saint-Martin-d'Août;200040491;CC Porte de Drômardèche
26315;Saint-Martin-en-Vercors;242600542;CC du Vercors
26316;Saint-Martin-le-Colonel;242600583;CC le Pays du Royans
26317;Saint-Maurice-sur-Eygues;242600591;CC du Val d'Eygues
26318;Saint-May;242600658;CC du Pays de Rémuzat
26319;Saint-Michel-sur-Savasse;200040483;CA Valence-Romans Sud Rhône-Alpes
26320;Saint-Nazaire-en-Royans;242600583;CC le Pays du Royans
26321;Saint-Nazaire-le-Désert;242600534;CC du Diois
26322;Saint-Pantaléon-les-Vignes;200040681;CC Enclave des Papes-Pays de Grignan
26323;Saint-Paul-lès-Romans;200040483;CA Valence-Romans Sud Rhône-Alpes
26324;Saint-Paul-Trois-Châteaux;200042901;CC Drôme Sud Provence
26325;Saint-Rambert-d'Albon;200040491;CC Porte de Drômardèche
26326;Saint-Restitut;200042901;CC Drôme Sud Provence
26327;Saint-Roman;242600534;CC du Diois
26328;Saint-Sauveur-en-Diois;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26329;Saint-Sauveur-Gouvernet;242600575;CC du Pays du Buis les Baronnies
26330;Saint-Sorlin-en-Valloire;200040491;CC Porte de Drômardèche
26331;Saint-Thomas-en-Royans;242600583;CC le Pays du Royans
26332;Saint-Uze;200040491;CC Porte de Drômardèche
26333;Saint-Vallier;200040491;CC Porte de Drômardèche
26334;Salettes;242600492;CC Dieulefit-Bourdeaux
26335;Salles-sous-Bois;200040681;CC Enclave des Papes-Pays de Grignan
26336;Saou;242600252;CC du Val de Drôme
26337;Saulce-sur-Rhône;200040459;CA Montélimar-Agglomération
26338;Sauzet;200040459;CA Montélimar-Agglomération
26339;Savasse;200040459;CA Montélimar-Agglomération
26340;Séderon;242600641;CC des Hautes Baronnies
26341;Serves-sur-Rhône;200041044;CC Hermitage-Tournonais
26342;Solérieux;200042901;CC Drôme Sud Provence
26343;Souspierre;242600492;CC Dieulefit-Bourdeaux
26344;Soyans;242600252;CC du Val de Drôme
26345;Suze-la-Rousse;200042901;CC Drôme Sud Provence
26346;Suze;242600252;CC du Val de Drôme
26347;Tain-l'Hermitage;200041044;CC Hermitage-Tournonais
26348;Taulignan;200040681;CC Enclave des Papes-Pays de Grignan
26349;Tersanne;200040491;CC Porte de Drômardèche
26350;Teyssières;242600492;CC Dieulefit-Bourdeaux
26351;Les Tonils;242600492;CC Dieulefit-Bourdeaux
26352;La Touche;200040459;CA Montélimar-Agglomération
26353;Les Tourrettes;200040459;CA Montélimar-Agglomération
26354;Treschenu-Creyers;242600534;CC du Diois
26355;Triors;200040483;CA Valence-Romans Sud Rhône-Alpes
26356;Truinas;242600492;CC Dieulefit-Bourdeaux
26357;Tulette;200042901;CC Drôme Sud Provence
26358;Upie;200040483;CA Valence-Romans Sud Rhône-Alpes
26359;Vachères-en-Quint;242600534;CC du Diois
26360;Valaurie;200040681;CC Enclave des Papes-Pays de Grignan
26361;Valdrôme;242600534;CC du Diois
26362;Valence;200040483;CA Valence-Romans Sud Rhône-Alpes
26363;Valouse;242600591;CC du Val d'Eygues
26364;Vassieux-en-Vercors;242600542;CC du Vercors
26365;Vaunaveys-la-Rochette;242600252;CC du Val de Drôme
26366;Veaunes;200041044;CC Hermitage-Tournonais
26367;Venterol;242600591;CC du Val d'Eygues
26368;Vercheny;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26369;Verclause;242600658;CC du Pays de Rémuzat
26370;Vercoiran;242600575;CC du Pays du Buis les Baronnies
26371;Véronne;200040509;CC du Crestois et du Pays de Saillans Coeur de Drôme
26372;Vers-sur-Méouge;242600641;CC des Hautes Baronnies
26373;Vesc;242600492;CC Dieulefit-Bourdeaux
26374;Villebois-les-Pins;240500413;CC Interdépartementale des Baronnies
26375;Villefranche-le-Château;242600641;CC des Hautes Baronnies
26376;Villeperdrix;242600658;CC du Pays de Rémuzat
26377;Vinsobres;242600591;CC du Val d'Eygues
26378;Volvent;242600534;CC du Diois
26379;Granges-les-Beaumont;200040483;CA Valence-Romans Sud Rhône-Alpes
26380;Gervans;200041044;CC Hermitage-Tournonais
26381;Jaillans;200040483;CA Valence-Romans Sud Rhône-Alpes
26382;Saint-Vincent-la-Commanderie;200040483;CA Valence-Romans Sud Rhône-Alpes
27001;Aclou;242700508;CC Intercom du Pays Brionnais
27002;Acon;242700557;CC Rurales du Sud de l'Eure
27003;Acquigny;200035665;CA Seine Eure
27004;Aigleville;242700649;CA des Portes de l'Eure
27005;Ailly;242700623;CC Eure-Madrie-Seine
27006;Aizier;242700359;CC de Quillebeuf Sur Seine
27007;Ajou;242700318;CC du Canton de Beaumesnil
27008;Alizay;200035665;CA Seine Eure
27009;Ambenay;242700375;CC du Canton de Rugles
27010;Amécourt;242700656;CC Gisors Epte Lévrière
27011;Amfreville-la-Campagne;242700383;CC d'Amfreville la Campagne
27012;Amfreville-les-Champs;242700284;CC de l'Andelle
27013;Amfreville-sous-les-Monts;200035665;CA Seine Eure
27014;Amfreville-sur-Iton;200035665;CA Seine Eure
27015;Andé;200035665;CA Seine Eure
27016;Les Andelys;242700631;CC des Andelys et de Ses Environs
27017;Angerville-la-Campagne;242700573;CA Grand Evreux Agglomération
27018;Appeville-Annebault;242700474;CC Val de Risle
27019;Armentières-sur-Avre;242700490;CC du Pays de Verneuil Sur Avre
27020;Arnières-sur-Iton;242700573;CA Grand Evreux Agglomération
27021;Asnières;242700433;CC du Canton de Cormeilles
27022;Aubevoye;242700623;CC Eure-Madrie-Seine
27023;Aulnay-sur-Iton;242700276;CC du Pays de Conches
27024;Le Roncenay-Authenay;242700334;CC du Pays de Damville
27025;Autheuil-Authouillet;242700623;CC Eure-Madrie-Seine
27026;Authevernes;242700656;CC Gisors Epte Lévrière
